date,Solar (Rooftop) -  GWh,Solar (Utility) -  GWh,Wind -  GWh,Battery (Discharging) -  GWh,Gas (Reciprocating) -  GWh,Gas (OCGT) -  GWh,Gas (CCGT) -  GWh,Gas (Steam) -  GWh,Distillate -  GWh,Imports -  GWh,Exports -  GWh,Battery (Charging) -  GWh,Temperature Min - C,Temperature Mean - C,Temperature Max - C,Volume Weighted Price - AUD/MWh,Solar (Rooftop) Market Value - AUD,Solar (Utility) Market Value - AUD,Wind Market Value - AUD,Battery (Discharging) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (Steam) Market Value - AUD,Distillate Market Value - AUD,Imports Market Value - AUD,Exports Market Value - AUD,Battery (Charging) Market Value - AUD
2019-09-28 00:00,4.96,1.61,9.11,0.16,0.00,3.16,11.58,6.47,0.00,0.13,-4.04,-0.18,5.10,10.81,16.00,100.96,155586.72,63405.22,341658.09,24107.99,0.00,692913.42,1062626.31,1014167.86,40.19,-10346.08,380536.24,-474.58
2019-09-29 00:00,5.38,1.67,7.62,0.11,0.00,4.53,5.90,8.26,0.00,0.48,-1.60,-0.19,6.10,11.97,17.50,90.15,203815.79,62907.57,709046.43,10599.52,0.00,443040.51,473599.49,808120.58,36.47,-48716.04,125804.23,12539.88
2019-09-30 00:00,5.75,1.74,15.98,0.15,0.00,4.13,4.09,6.91,0.00,0.34,-3.39,-0.13,9.40,15.03,21.10,96.61,490011.78,160552.10,1408017.22,16760.25,0.00,448351.74,392257.14,758493.43,44.18,-33153.13,323055.41,10300.21
2019-10-01 00:00,5.76,1.19,21.55,0.13,0.00,3.58,3.98,6.92,0.02,0.04,-7.35,-0.15,15.00,21.63,28.40,84.67,360835.96,102516.49,1506755.86,13855.64,0.00,422010.66,325772.61,749357.81,3718.53,-3903.62,590818.60,6709.18
2019-10-02 00:00,5.76,0.59,22.21,0.11,0.00,3.57,3.77,7.07,0.02,0.60,-7.03,-0.20,12.90,21.08,27.20,2.12,-646602.94,-30859.52,-863994.25,7373.38,0.00,317606.38,-6313.21,292391.49,2924.96,-80725.19,-243199.09,-18039.94
2019-10-03 00:00,5.31,1.73,5.04,0.15,0.00,7.07,4.12,10.56,0.02,2.26,-1.32,-0.13,13.10,15.40,18.80,110.19,469415.88,160715.43,548718.12,20250.79,0.00,811356.61,441312.44,1226746.17,3826.19,-225156.59,181804.83,11433.71
2019-10-04 00:00,3.71,1.07,15.69,0.16,0.00,5.32,3.92,5.88,0.00,0.31,-3.52,-0.20,12.70,21.84,31.10,93.94,158291.80,71711.40,1303039.50,17754.69,0.00,647485.11,356250.36,595007.44,41.10,-27986.20,329333.64,9985.70
2019-10-05 00:00,2.73,0.52,21.05,0.14,0.00,2.21,4.03,3.95,0.01,0.07,-5.37,-0.13,15.90,24.76,33.60,4.75,-395098.06,28407.72,-209976.02,8308.17,0.00,167745.52,19530.53,-39486.69,1084.11,-5437.47,-35371.24,-14705.36
2019-10-06 00:00,1.97,1.33,23.00,0.13,0.00,0.85,6.50,2.61,0.01,0.61,-6.48,-0.16,13.40,15.69,17.90,54.96,14270.14,27061.18,864177.43,10663.51,0.00,95038.34,472981.58,183402.04,2228.19,-73403.14,150509.08,1030.37
2019-10-07 00:00,3.67,1.02,18.43,0.13,0.00,1.16,8.41,2.80,0.00,0.35,-4.73,-0.21,11.60,13.60,16.40,-3.89,-690313.30,-140407.08,-677743.62,3368.34,0.00,101689.69,303399.59,-14805.17,-10.78,-29782.19,-283948.08,-21703.16
2019-10-08 00:00,4.70,1.33,21.69,0.12,0.00,1.49,10.68,3.59,0.02,0.00,-7.53,-0.18,8.60,11.89,15.90,87.52,399520.95,125320.46,1651817.24,11521.71,0.00,168508.11,967224.46,399826.47,2851.40,0.00,585260.01,9778.72
2019-10-09 00:00,5.94,2.12,11.26,0.10,0.00,3.75,15.27,7.69,0.04,0.00,-9.72,-0.13,8.60,12.73,16.90,113.18,593186.55,216496.46,1265826.35,11407.56,0.00,445562.28,1701518.62,911260.78,4574.97,0.00,1102564.13,14864.70
2019-10-10 00:00,6.02,1.86,9.70,0.15,0.00,4.87,15.22,7.84,0.02,0.00,-10.02,-0.13,7.00,13.97,20.80,134.61,479301.40,163799.46,1346511.28,23135.98,0.00,643858.75,1959503.92,1113488.54,3128.03,0.00,1277040.72,12611.21
2019-10-11 00:00,6.30,2.06,13.09,0.10,0.00,2.87,14.39,4.83,0.00,0.00,-8.73,-0.14,9.40,15.63,21.20,92.77,518660.07,173968.33,1109533.66,9659.38,0.00,277878.18,1355654.94,464948.65,42.47,0.00,742320.07,8427.38
2019-10-12 00:00,6.03,2.12,15.07,0.12,0.00,1.15,11.10,4.27,0.00,0.00,-8.10,-0.12,10.50,18.89,25.00,87.06,485616.30,175696.35,1171898.34,10626.57,0.00,107225.50,992055.18,428768.73,39.78,0.00,648321.92,9468.55
2019-10-13 00:00,2.10,1.05,18.63,0.13,0.00,0.81,10.35,4.83,0.00,0.35,-7.01,-0.18,14.70,19.41,23.50,81.50,120747.63,61699.52,1210887.47,12108.90,0.00,109686.72,914556.96,502968.41,36.53,-30707.21,477696.41,10793.62
2019-10-14 00:00,5.06,2.07,6.74,0.10,0.00,3.60,15.02,7.09,0.04,0.32,-6.10,-0.16,11.10,14.79,18.40,111.55,412213.87,175130.57,763055.24,11656.10,0.00,389851.03,1635408.95,852295.04,2393.09,-32494.28,648928.08,15653.65
2019-10-15 00:00,3.87,1.19,6.22,0.14,0.00,3.23,15.18,9.01,0.10,0.32,-4.07,-0.16,6.90,13.47,18.80,108.55,361855.07,112673.51,553720.58,18897.28,255.41,358901.23,1641117.87,1052781.26,9883.23,-31630.88,388212.62,15508.95
2019-10-16 00:00,4.87,0.95,20.57,0.16,0.01,1.47,11.36,7.05,0.04,0.00,-10.78,-0.20,10.40,13.96,16.70,60.89,405.07,56580.01,874593.79,12819.03,469.70,76920.84,823579.75,564845.79,933.75,0.00,534014.71,1497.94
2019-10-17 00:00,6.16,1.48,19.31,0.18,0.05,1.32,8.42,6.43,0.04,0.00,-8.67,-0.15,8.70,12.71,16.00,78.29,120725.81,54084.81,1187868.06,15753.89,4107.53,134837.41,742987.79,595921.31,290.51,0.00,497802.64,3517.71
2019-10-18 00:00,5.64,1.18,21.16,0.12,0.07,1.07,10.56,3.93,0.00,0.00,-8.74,-0.16,7.90,13.58,19.40,55.91,-145536.61,-1520.42,872125.18,7146.42,-1107.29,91628.28,732197.54,246932.98,19.21,0.00,297721.46,-2977.83
2019-10-19 00:00,5.34,1.35,22.95,0.14,0.08,0.54,10.02,3.00,0.00,0.00,-10.44,-0.21,9.20,12.90,16.30,26.00,-240900.08,-37916.61,292052.85,4090.09,-1543.80,49298.00,384718.12,110816.13,6.78,0.00,74375.12,-7942.03
2019-10-20 00:00,6.17,2.11,7.04,0.13,0.00,0.76,14.35,5.47,0.00,0.63,-5.48,-0.11,7.40,13.02,17.70,86.47,370941.75,139377.88,606620.66,10719.19,147.66,79947.28,1194299.16,509123.18,37.60,-47652.15,427681.53,8167.67
2019-10-21 00:00,6.19,1.82,9.10,0.13,0.07,1.23,15.36,7.15,0.00,0.07,-6.33,-0.15,8.20,17.31,24.30,106.37,586609.21,174024.47,879899.79,14119.95,7576.44,158006.78,1594851.15,794188.55,47.13,-10803.25,590146.65,15617.87
2019-10-22 00:00,6.50,1.96,6.62,0.13,0.04,2.16,14.57,7.20,0.00,0.38,-3.99,-0.15,11.50,21.37,29.60,108.80,540811.29,168540.85,746542.84,13707.38,2763.79,246821.44,1557905.16,790882.35,48.96,-49986.02,420908.76,15517.74
2019-10-23 00:00,6.48,2.21,6.51,0.11,0.02,0.99,14.56,8.22,0.00,1.80,-2.36,-0.13,15.50,26.30,33.40,101.99,567688.97,198608.69,613129.94,11834.72,1448.39,110353.61,1455022.21,860202.93,46.10,-217522.44,202072.60,12497.20
2019-10-24 00:00,6.48,1.09,26.80,0.14,0.00,0.62,10.93,5.19,0.00,0.25,-8.30,-0.20,15.70,28.04,36.10,56.53,176256.68,62138.82,1336112.98,9667.94,0.00,51733.20,680032.67,330951.27,25.09,-21571.92,382881.40,2926.07
2019-10-25 00:00,4.90,1.23,29.89,0.10,0.01,0.53,4.78,2.31,0.00,0.00,-8.94,-0.18,13.00,15.58,19.10,-5.65,-494231.49,-91247.33,-263097.14,-1746.72,498.88,-9768.73,-74046.45,-19925.63,-317.50,0.00,-333784.17,-16941.75
2019-10-26 00:00,5.94,1.13,24.34,0.15,0.08,0.47,5.66,3.60,0.00,0.09,-9.18,-0.17,11.70,14.54,17.40,24.31,-337779.58,-43769.54,332801.03,3404.41,-4553.64,27606.59,166738.35,133782.04,-262.29,-7562.95,-21572.49,-9443.54
2019-10-27 00:00,5.12,2.02,8.50,0.12,0.09,0.12,10.22,7.30,0.00,1.68,-3.89,-0.12,12.30,15.09,18.70,82.18,309801.53,132166.36,648442.79,10253.38,6769.84,11933.76,854535.46,636252.85,36.57,-135438.53,289088.26,8146.48
2019-10-28 00:00,6.88,2.23,4.76,0.13,0.01,0.30,14.72,11.19,0.00,0.28,-5.31,-0.13,8.30,16.47,24.90,99.60,575102.64,190967.05,467539.70,12855.54,854.88,32258.46,1432737.03,1131726.22,45.06,-27907.48,482111.65,12411.27
2019-10-29 00:00,6.80,1.90,10.65,0.10,0.23,1.29,8.92,9.37,0.18,0.81,-2.75,-0.11,15.30,23.88,32.50,127.90,697824.28,245688.44,933012.05,13990.52,30306.11,257736.69,1215156.53,1313952.45,46504.39,-85021.38,231544.68,13579.88
2019-10-30 00:00,6.44,1.32,13.02,0.13,0.25,0.36,13.06,11.19,0.06,0.17,-4.27,-0.17,15.10,26.88,35.00,104.35,584267.59,147415.06,782175.82,17671.20,26826.28,62479.01,1342272.75,1454825.01,13067.91,-44146.29,218551.44,11778.31
2019-10-31 00:00,6.36,0.53,32.70,0.21,0.27,0.06,6.94,6.50,0.00,0.00,-6.81,-0.21,24.00,29.97,36.50,10.29,142721.86,16359.64,194751.46,3003.26,-2762.18,4815.30,152705.34,88486.38,-1.77,0.00,44797.58,-7851.19
2019-11-01 00:00,3.59,1.44,26.25,0.14,0.24,0.58,9.66,6.34,0.01,0.15,-7.73,-0.22,15.70,23.74,28.90,59.25,332917.12,135140.76,1355984.09,10278.53,11886.82,29023.36,643713.76,411252.44,495.81,-14332.07,402899.75,8466.11
2019-11-02 00:00,5.14,1.50,6.27,0.18,0.05,0.45,11.98,7.67,0.00,2.50,-4.04,-0.14,15.10,17.80,22.70,90.62,415302.39,121211.54,538865.32,17543.40,5172.70,37449.47,1066266.76,677725.86,48.49,-263096.31,323485.72,11592.58
2019-11-03 00:00,6.06,0.57,17.25,0.18,0.01,0.00,9.71,4.27,0.00,0.49,-7.53,-0.23,13.30,15.63,18.50,38.61,-111958.31,12780.12,215581.58,7691.88,-397.10,0.00,526081.62,134507.65,14.33,-41957.41,-32150.04,-4158.86
2019-11-04 00:00,5.88,1.22,25.16,0.16,0.01,0.29,7.44,2.63,0.02,0.24,-8.17,-0.18,12.10,14.80,17.80,54.73,-75676.72,14982.55,1119764.34,10079.32,657.06,22152.98,457878.74,144044.98,1540.67,-22033.98,211022.09,1251.48
2019-11-05 00:00,6.81,2.03,11.78,0.14,0.00,0.35,8.26,3.86,0.02,4.59,-3.11,-0.19,10.00,15.79,22.60,71.73,116418.24,57740.82,595363.35,9875.18,0.01,27592.82,638638.73,274587.99,1586.75,-402953.65,6225.02,6269.69
2019-11-06 00:00,6.62,1.33,22.77,0.15,0.00,0.39,4.82,2.49,0.05,2.49,-5.46,-0.10,12.40,15.90,19.30,61.81,211238.01,57340.83,1242826.14,9162.78,1.29,33061.14,293610.41,156968.63,2936.30,-188931.90,192004.92,6096.26
2019-11-07 00:00,4.43,1.06,22.47,0.13,0.24,0.44,4.20,2.36,0.05,0.00,-6.09,-0.15,12.50,15.56,19.70,31.08,-59081.57,12710.48,703991.08,5314.00,7271.84,41379.48,112412.12,66527.22,-2964.61,0.00,230746.58,-5436.18
2019-11-08 00:00,6.03,0.52,20.34,0.15,0.00,0.62,5.73,2.62,0.02,0.08,-5.22,-0.22,9.90,13.48,16.50,-1.04,-1367466.47,11280.11,-195093.82,-20110.53,-0.14,61517.03,16366.42,-64004.21,2271.33,-7223.39,-3229.88,-16994.19
2019-11-09 00:00,6.01,1.19,10.95,0.16,0.06,0.87,7.64,4.83,0.00,0.71,-2.96,-0.17,9.40,13.64,16.90,46.88,-183326.86,9606.88,400564.30,8771.23,2798.15,67613.50,405968.17,236242.92,15.85,-52718.98,76238.22,-1866.69
2019-11-10 00:00,6.90,2.06,3.63,0.18,0.14,0.62,8.30,6.47,0.00,3.24,-0.60,-0.16,12.90,16.78,23.10,98.76,330493.34,111937.25,292674.41,19704.62,8811.38,86632.05,830850.21,734958.15,40.38,-307634.28,27216.47,11056.47
2019-11-11 00:00,6.36,0.32,22.57,0.15,0.31,0.19,4.74,3.79,0.00,0.76,-2.01,-0.19,13.60,23.14,32.60,-54.61,-1843117.09,-24947.14,-1071833.44,-19514.62,-18981.07,15198.19,-300333.27,-61938.93,-37.76,70831.84,140656.42,-19030.39
2019-11-12 00:00,5.11,0.63,30.23,0.19,0.09,0.28,5.30,3.45,0.03,0.00,-10.18,-0.18,12.90,14.26,17.30,45.90,189360.88,26797.59,1355234.44,9733.44,2990.62,12503.99,246402.53,158809.05,1726.95,0.00,432237.32,7107.55
2019-11-13 00:00,6.08,0.72,19.16,0.11,0.07,0.32,7.56,5.57,0.00,0.57,-4.77,-0.11,12.70,15.43,18.50,65.30,320394.24,37703.81,1170310.00,6735.77,4879.73,25964.74,506752.01,399440.21,170.64,-39560.66,279362.01,7108.85
2019-11-14 00:00,5.68,0.64,15.60,0.16,0.35,0.57,8.96,4.57,0.05,2.03,-3.32,-0.10,12.70,15.58,18.80,78.72,305814.96,33068.04,1090254.36,11282.37,26090.15,53861.67,687488.73,409321.36,4475.01,-177337.48,163829.43,7128.48
2019-11-15 00:00,4.83,0.53,16.11,0.12,0.02,1.13,9.74,4.45,0.01,2.01,-3.53,-0.16,11.90,15.42,18.20,63.80,241745.75,28454.95,912341.90,7886.25,1232.41,54592.37,621890.41,313440.26,325.52,-150383.52,143582.14,6067.21
2019-11-16 00:00,6.86,0.77,10.00,0.11,0.19,0.54,8.65,4.67,0.08,2.36,-1.47,-0.13,7.80,13.75,18.50,101.85,406330.92,45100.01,1038600.99,16047.79,13715.72,82633.37,814738.49,495051.12,48351.34,-172939.08,97721.96,9824.64
2019-11-17 00:00,6.88,0.75,7.19,0.12,0.00,0.17,8.62,7.20,0.00,2.10,-0.28,-0.16,8.60,14.97,19.50,71.24,334591.05,36590.71,457865.19,8401.84,0.00,18051.44,662198.12,562508.84,30.66,-124278.89,27063.62,10183.43
2019-11-18 00:00,7.10,0.73,9.92,0.12,0.00,0.41,12.46,8.39,0.03,2.16,-2.24,-0.16,11.70,22.64,31.90,75.80,376104.71,39462.18,662150.66,8394.38,5.03,35141.62,958397.48,675066.45,1068.37,-167681.17,126051.13,11835.59
2019-11-19 00:00,6.75,1.34,7.93,0.14,0.08,1.45,13.91,10.41,0.00,1.53,-3.05,-0.15,14.80,21.94,27.30,84.91,426145.72,90325.38,616555.67,11005.78,5329.76,130034.00,1165058.54,897446.00,105.65,-143667.68,197533.22,12432.07
2019-11-20 00:00,6.71,1.77,28.01,0.11,0.45,0.45,9.68,9.83,0.06,0.64,-5.50,-0.15,25.80,34.39,40.90,78.07,436793.02,122889.64,2038336.98,7678.56,35454.71,41584.69,770492.68,815467.25,5295.04,-67350.63,350880.26,10838.31
2019-11-21 00:00,5.05,1.79,27.18,0.10,0.60,0.31,2.14,6.28,0.07,2.17,-6.00,-0.12,13.20,20.76,34.20,59.48,218235.62,83837.28,1590686.03,5974.10,13942.56,20404.12,134637.90,374786.85,3665.02,-137703.07,297641.86,6431.82
2019-11-22 00:00,7.12,2.32,8.13,0.16,1.45,0.40,8.91,6.72,0.08,3.20,-3.88,-0.12,10.70,15.66,21.30,65.55,393466.46,131465.66,518491.12,9763.07,75388.21,30295.70,583265.01,456839.97,4754.15,-207744.46,216987.19,7562.22
2019-11-23 00:00,6.18,2.23,9.72,0.12,0.11,0.00,5.29,4.28,0.00,5.25,-1.53,-0.17,10.50,16.21,21.20,55.11,214686.46,84463.98,499101.88,5849.86,2849.45,0.00,286296.35,251402.80,24.07,-322016.05,48727.80,9012.31
2019-11-24 00:00,7.24,2.31,4.21,0.13,0.27,0.10,6.29,5.93,0.00,6.52,-1.38,-0.16,9.30,18.50,26.70,69.51,327913.85,110080.49,263089.39,7783.10,12369.84,10822.41,456906.60,456076.47,29.53,-439297.85,59630.03,10426.32
2019-11-25 00:00,2.92,0.78,24.92,0.20,0.34,0.07,5.07,5.24,0.07,0.92,-4.27,-0.21,14.50,19.94,27.40,28.40,2513.16,5132.75,648674.13,8594.86,-9927.58,6026.16,185212.37,225823.53,-59.75,-56762.30,185702.01,-1863.35
2019-11-26 00:00,7.04,1.72,18.57,0.14,0.24,0.00,5.61,6.78,0.00,0.21,-5.28,-0.19,10.60,15.04,18.80,18.99,-34877.82,15857.08,173985.92,1639.56,-561.87,0.00,161662.72,281284.15,7.42,-14186.95,104255.75,-3275.30
2019-11-27 00:00,7.28,1.61,11.11,0.13,0.60,0.09,9.32,5.63,0.11,1.16,-2.31,-0.14,8.90,17.01,25.00,47.32,89863.69,22624.31,461994.22,5715.10,29429.51,6009.94,457535.84,284026.19,-2987.78,-75521.07,38654.93,6029.54
2019-11-28 00:00,7.39,1.64,10.76,0.12,2.02,0.51,12.54,5.73,0.08,1.26,-5.73,-0.15,9.30,17.34,24.10,61.20,309237.99,80971.72,564588.69,6976.33,97369.14,36252.28,788371.24,377708.66,3742.56,-77517.80,261808.83,7796.38
2019-11-29 00:00,3.15,1.75,9.16,0.15,1.55,1.15,11.06,6.14,0.06,3.73,-2.26,-0.18,10.30,14.49,18.30,79.82,218857.16,123485.90,663405.49,12379.14,102374.53,98305.59,909824.47,513737.38,5272.62,-319084.14,153691.30,13150.03
2019-11-30 00:00,6.36,1.26,18.42,0.26,0.50,0.44,4.70,2.21,0.00,4.75,-5.80,-0.19,9.40,14.11,18.70,56.53,99775.89,41305.27,772589.99,15393.07,2348.65,32836.81,252320.30,121734.33,23.56,-381193.40,97553.72,5722.58
2019-12-01 00:00,3.70,0.31,29.60,0.18,0.14,0.00,4.20,1.93,0.00,0.10,-7.27,-0.16,11.30,14.53,17.70,35.07,93426.03,10958.37,983407.06,6301.98,2380.30,0.00,139757.63,64277.89,15.51,-4222.01,183443.88,5398.18
2019-12-02 00:00,5.59,1.25,29.69,0.17,1.30,0.70,4.90,1.54,0.05,0.00,-8.63,-0.19,11.80,15.32,19.40,29.77,127060.16,30112.37,853273.45,4836.79,39290.63,23256.45,137669.30,43354.02,1252.05,-80.64,212094.21,5577.65
2019-12-03 00:00,6.26,1.43,26.19,0.20,3.73,0.01,8.25,0.96,0.00,0.14,-10.78,-0.20,14.00,16.29,20.30,3.22,-389306.21,-49371.81,-5978.86,2396.47,-18010.29,-622.21,-56016.43,-5193.53,-2.44,-6289.67,-223685.94,-8596.76
2019-12-04 00:00,7.62,2.23,14.44,0.19,3.04,0.93,7.16,2.07,0.00,4.00,-4.78,-0.13,14.20,17.24,22.30,45.04,197461.34,66922.81,508921.66,8327.82,127942.53,20723.84,278049.11,116887.46,19.33,-287880.22,94836.64,4389.04
2019-12-05 00:00,7.73,2.17,13.30,0.16,1.75,0.37,4.66,4.15,0.00,5.99,-5.05,-0.16,13.40,17.92,23.70,53.30,79483.10,41049.52,421223.32,9972.78,84034.94,17656.83,344032.11,185778.36,21.83,-401341.67,25290.49,1594.53
2019-12-06 00:00,7.81,2.33,9.21,0.17,0.69,0.12,8.06,3.10,0.03,5.12,-1.18,-0.13,11.00,15.94,21.10,46.87,170303.74,57123.06,386412.73,7129.85,33479.25,5435.03,386626.55,151080.75,1521.60,-279144.05,13531.51,5664.41
2019-12-07 00:00,7.90,2.37,6.99,0.20,1.04,0.20,6.78,4.52,0.00,4.36,-0.55,-0.15,8.70,18.18,25.90,51.39,238065.20,78992.35,387370.11,9175.51,48599.54,13575.86,357229.45,249442.15,21.92,-219948.98,29097.08,6847.74
2019-12-08 00:00,7.43,2.30,19.38,0.19,2.18,0.76,5.95,4.91,0.00,3.08,-5.38,-0.14,14.90,29.33,38.50,52.38,263047.08,88642.97,670695.11,9002.59,114306.15,64997.55,329121.80,322885.41,20.78,-271615.90,113296.63,6254.72
2019-12-09 00:00,5.62,1.62,14.40,0.19,2.44,0.24,9.62,4.51,0.06,3.52,-2.74,-0.18,15.70,21.89,31.10,50.38,179901.19,60129.97,655199.42,11010.09,117195.08,16578.27,449192.43,213589.06,1067.99,-218918.09,40740.75,4600.03
2019-12-10 00:00,7.69,2.31,11.05,0.18,1.75,0.00,11.03,2.86,0.12,1.19,-2.17,-0.16,13.40,18.26,25.40,48.34,316859.70,96673.45,514970.77,8641.29,82423.15,0.00,535264.07,135592.64,5544.01,-70333.82,80670.84,7209.07
2019-12-11 00:00,7.79,2.39,13.26,0.15,2.33,0.50,8.50,4.24,0.03,2.09,-5.51,-0.16,11.20,18.11,25.70,55.06,423364.14,129707.25,700299.55,8674.95,129774.42,32543.47,473143.34,240120.42,2203.99,-114683.37,292420.41,8810.80
2019-12-12 00:00,7.69,1.72,19.93,0.19,2.19,0.10,7.87,3.59,0.03,0.15,-7.21,-0.16,13.40,17.77,23.20,40.28,230400.49,52234.69,787484.52,7107.29,87684.59,2807.08,306217.05,149134.87,1053.25,-7476.91,251205.85,6185.33
2019-12-13 00:00,7.47,2.35,11.40,0.19,3.22,0.23,9.45,3.78,0.02,2.02,-4.71,-0.14,12.90,16.50,19.80,57.21,391125.00,123079.74,638348.88,10635.55,182977.10,15058.60,541630.86,214349.27,784.20,-118231.25,247271.67,7978.21
2019-12-14 00:00,7.21,2.31,6.08,0.17,1.93,0.00,11.74,5.32,0.00,2.01,-2.89,-0.14,13.80,17.61,22.50,66.28,395820.73,131654.84,410278.33,11120.05,137567.55,0.00,775380.71,365757.28,29.67,-118504.98,184982.27,8389.76
2019-12-15 00:00,7.68,1.69,10.71,0.19,1.96,0.00,9.12,3.55,0.00,4.85,-4.33,-0.16,12.80,21.57,29.60,57.58,150225.71,40972.62,416517.52,9745.88,114377.52,0.00,499513.39,226478.90,23.65,-331510.53,40818.72,7257.00
2019-12-16 00:00,7.48,2.23,7.76,0.12,2.36,1.47,12.81,6.58,0.00,4.24,-0.60,-0.12,14.80,26.31,33.60,75.10,549564.89,165903.71,539533.96,8708.63,179895.51,120983.73,956550.59,508166.24,34.41,-330891.74,34026.71,8918.02
2019-12-17 00:00,6.71,1.87,13.92,0.18,1.92,3.67,11.50,8.61,0.00,7.03,-1.79,-0.18,19.80,31.85,40.90,89.06,681414.62,190738.57,977552.15,18094.80,185059.99,378619.08,1033228.18,811475.79,219.69,-690839.85,113146.08,13839.12
2019-12-18 00:00,7.24,2.20,14.63,0.14,1.27,5.05,12.97,10.98,0.00,6.60,-0.21,-0.16,27.50,35.42,42.80,99.50,893236.70,270381.17,1033991.76,17990.20,131567.51,637338.55,1276479.34,1278906.46,85.70,-698928.47,8656.69,9554.97
2019-12-19 00:00,7.19,2.23,14.91,0.19,0.97,5.06,13.12,10.48,0.43,8.55,-0.34,-0.16,23.10,35.48,44.50,1113.72,2090181.75,952231.77,6649703.88,922221.84,952874.13,11282840.35,12552122.89,14574218.26,2893481.17,-11034508.42,12822.11,19054.28
2019-12-20 00:00,5.30,1.03,24.97,0.20,1.03,4.07,12.76,11.84,0.18,4.30,-2.61,-0.17,20.70,34.59,43.20,194.50,932234.03,174652.44,3796205.18,64119.91,212798.44,1485164.08,2410544.11,3205850.22,154466.72,-423738.87,820833.04,13697.30
2019-12-21 00:00,4.96,1.91,17.13,0.20,0.56,0.01,5.20,4.00,0.00,4.35,-1.70,-0.18,15.00,18.95,24.50,48.73,126462.83,59141.59,749054.58,10445.93,21741.55,399.79,279216.37,194290.14,19.21,-248131.18,19602.71,7546.85
2019-12-22 00:00,5.10,1.50,15.98,0.13,0.54,0.00,5.23,2.27,0.00,6.27,-2.32,-0.12,13.60,20.92,27.60,42.31,162371.86,47827.47,574013.80,5890.47,23398.15,0.00,228925.78,96637.82,18.67,-328391.99,53075.29,3841.37
2019-12-23 00:00,5.20,1.50,11.58,0.14,1.41,0.47,5.91,2.94,0.00,11.20,0.00,-0.12,17.90,24.56,32.60,62.05,257351.17,76237.90,677379.70,9777.70,95484.67,29084.18,375753.01,188562.52,209.26,-726227.19,0.00,6905.90
2019-12-24 00:00,6.78,2.12,8.05,0.12,0.65,1.40,6.95,3.07,0.00,12.00,0.00,-0.11,14.70,24.21,30.90,65.83,412991.49,129766.18,529114.73,7669.34,43514.78,91323.22,457069.16,203186.30,30.08,-799868.30,0.00,6912.21
2019-12-25 00:00,7.40,2.28,11.77,0.13,0.49,0.55,4.57,2.04,0.00,11.02,0.00,-0.12,19.00,26.44,34.60,49.13,258680.28,82886.16,593684.92,6921.07,23383.88,31520.44,220942.04,97468.66,22.17,-556165.06,0.00,4989.56
2019-12-26 00:00,7.47,2.25,17.20,0.15,0.49,0.00,4.84,2.21,0.00,5.81,-0.41,-0.14,16.90,25.53,33.90,45.33,299258.42,92411.60,756589.01,6686.63,21056.53,0.00,211992.43,99594.87,19.95,-298271.00,12187.77,5742.48
2019-12-27 00:00,7.04,2.03,16.17,0.17,1.34,2.57,8.84,4.64,0.05,8.51,-0.17,-0.16,23.50,32.36,41.30,108.20,669512.95,189612.99,842369.48,34956.84,219592.88,500328.19,1101724.08,726350.46,11746.40,-1129889.90,5083.74,10119.69
2019-12-28 00:00,6.90,1.68,10.86,0.14,1.25,2.10,11.94,5.56,0.00,9.91,0.00,-0.13,23.80,30.28,37.30,69.63,497669.66,122087.09,733529.14,10290.17,96706.10,148864.01,841858.27,398740.94,31.89,-671156.41,0.00,7927.51
2019-12-29 00:00,6.95,1.93,7.73,0.12,2.02,2.83,12.12,9.06,0.00,8.38,-0.12,-0.13,21.90,30.71,37.40,92.87,665067.18,186194.21,678045.51,15380.95,207788.84,311134.72,1130249.20,941843.41,40.80,-633590.76,10497.47,10475.98
2019-12-30 00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.90,30.71,37.40,92.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
