SETTLEMENTDATE,REGIONID,TOTAL_SENT_OUT_ENERGY,TOTAL_EMISSIONS,CO2E_INTENSITY_INDEX,date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Battery (Discharging) -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Temperature Min - C,Temperature Mean - C,Temperature Max - C,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Battery (Discharging) Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2020-10-23,SA1,38241.620239,8452.39599338,0.221,2020-10-23,-0.24,-7.83,0.07,0.0,1.57,12.89,0.0,1.36,0.25,17.65,0.6,3.07,13.8,18.52,22.4,-0.72,939.4,5156.0,0.0,814.7,,62.67,5555.0,268939.0,6561.0,-35.83,84147.0,576182.0,0.0,78294.0,12590.0,614369.0,31819.0,162772.0
2020-10-24,SA1,35392.817774,4209.98652921,0.119,2020-10-24,-0.36,-8.48,0.29,0.0,1.69,6.43,0.12,0.09,0.39,21.54,1.54,5.55,11.1,13.44,16.0,-2.5,1014.0,2573.0,84.57,56.36,,-57.5,-31322.0,-396951.0,13138.0,64.04,-41525.0,-164783.0,7559.0,7073.0,139.5,-440604.0,-131466.0,-478384.0
2020-10-25,SA1,28165.010701,4212.41358751,0.1496,2020-10-25,-0.26,-3.48,2.77,0.0,1.94,5.66,0.51,0.0,0.2,18.54,1.56,6.38,8.4,11.91,15.1,-2.55,1162.0,2265.0,354.2,0.0,,4.89,-7827.0,-40666.0,111217.0,-23.83,18170.0,94862.0,23124.0,0.0,1914.0,244304.0,-49591.0,-230097.0
2020-10-26,SA1,28963.181719,6867.37343563,0.2371,2020-10-26,-0.25,-0.6,3.12,0.0,2.42,9.25,0.46,0.71,0.24,14.23,1.88,5.73,8.1,13.32,18.6,-2.56,1454.0,3700.0,319.6,423.4,,44.96,5459.0,14817.0,143589.0,-111.0,106116.0,460575.0,48315.0,49685.0,14691.0,611356.0,53676.0,163040.0
2020-10-27,SA1,32940.244818,8645.78868185,0.2625,2020-10-27,-0.3,-3.25,0.25,0.0,2.75,11.72,0.0,1.4,0.14,15.14,2.07,4.97,11.3,15.3,20.5,-2.59,1647.0,4688.0,0.0,838.4,,54.87,12303.0,144012.0,12950.0,-117.7,128262.0,540884.0,0.0,70008.0,7747.0,684649.0,93835.0,220109.0
2020-10-28,SA1,24752.454798,10072.61756573,0.4069,2020-10-28,-0.18,-1.34,2.33,0.08,3.06,13.17,0.14,1.7,0.25,3.81,2.9,8.54,7.8,15.89,22.9,78.02,1836.0,5268.0,98.45,1018.0,,68.12,9754.0,79776.0,154483.0,4181.0,211092.0,875891.0,6403.0,131866.0,23777.0,249979.0,159088.0,440464.0
2020-10-29,SA1,38812.198513,7061.76139976,0.1819,2020-10-29,-0.49,-7.5,0.39,0.04,2.26,10.48,0.01,0.58,0.34,24.12,1.37,4.43,13.5,16.55,20.8,39.13,1357.0,4193.0,7.23,350.6,,-5.26,-21831.0,-107470.0,43572.0,10170.0,26085.0,72741.0,356.3,47631.0,12761.0,-21174.0,-32550.0,-219778.0
2020-10-30,SA1,40182.482053,4798.29127025,0.1194,2020-10-30,-0.23,-7.98,0.1,0.0,1.95,7.34,0.09,0.14,0.28,29.28,1.39,4.26,12.7,14.72,18.0,-2.12,1169.0,2937.0,64.66,83.08,,24.06,-4617.0,93043.0,714.8,-34.03,34874.0,124757.0,4116.0,7096.0,9004.0,471015.0,22894.0,118131.0
2020-10-31,SA1,27909.621493,6774.81725335,0.2427,2020-10-31,-0.2,-1.41,1.91,0.0,1.93,8.71,0.88,1.0,0.18,13.19,2.19,4.69,10.4,14.44,17.3,-2.08,1156.0,3483.0,615.2,601.1,,52.68,9152.0,71707.0,94188.0,-98.13,92165.0,429199.0,47462.0,52610.0,9230.0,635652.0,96776.0,204167.0
2020-11-01,SA1,26483.391231,7193.84546501,0.2716,2020-11-01,-0.23,-3.71,0.35,0.0,2.01,9.96,0.65,0.86,0.15,9.87,3.22,8.76,7.2,17.63,25.2,-1.88,1206.0,3983.0,454.2,513.1,,47.4,6184.0,108916.0,15696.0,-74.48,85799.0,462808.0,37622.0,53128.0,7074.0,440472.0,85613.0,207841.0
2020-11-02,SA1,32960.984989,8093.32367722,0.2455,2020-11-02,-0.21,-4.74,0.95,0.0,1.28,12.67,0.47,0.82,0.2,14.62,3.1,8.65,16.8,25.09,31.7,-0.55,769.1,5068.0,326.3,494.8,,51.73,4196.0,123158.0,91843.0,-22.9,79765.0,597783.0,31818.0,79063.0,15364.0,574308.0,106608.0,252099.0
2020-11-03,SA1,38883.973546,7531.52722693,0.1937,2020-11-03,-0.4,-6.48,2.31,0.01,2.12,10.09,0.48,1.03,0.34,23.2,1.99,7.78,19.4,27.51,35.3,8.75,1272.0,4036.0,338.2,615.9,,17.97,-3364.0,-83097.0,228161.0,191.2,119545.0,165452.0,25691.0,105553.0,17150.0,246438.0,-1964.0,-56283.0
2020-11-04,SA1,35850.608667,6692.3042216,0.1867,2020-11-04,-0.29,-6.37,0.43,0.0,2.09,8.83,0.4,0.82,0.28,22.16,1.62,5.35,10.9,15.39,18.7,-0.18,1251.0,3533.0,279.5,489.7,,37.12,-11057.0,116450.0,18969.0,-6.96,72705.0,302695.0,14101.0,50196.0,15123.0,743215.0,-4784.0,-7130.0
2020-11-05,SA1,33080.416527,7699.90599135,0.2328,2020-11-05,-0.26,-4.7,0.36,0.0,3.1,8.97,0.34,1.26,0.22,16.43,3.1,6.48,8.1,12.94,17.2,4.81,1859.0,3589.0,237.5,756.2,,61.35,8524.0,197588.0,22360.0,203.7,203328.0,461756.0,23466.0,99193.0,17973.0,778078.0,117760.0,235220.0
2020-11-06,SA1,29558.21849999,8670.43141966,0.2933,2020-11-06,-0.22,-4.34,1.41,0.01,3.54,9.27,0.5,1.73,0.15,11.7,3.04,7.63,9.3,13.43,17.6,10.75,2125.0,3707.0,348.5,1037.0,,68.39,11512.0,207832.0,83525.0,394.5,223682.0,531431.0,31019.0,116777.0,10257.0,662351.0,141282.0,332696.0
2020-11-07,SA1,31273.695165,5615.77062104,0.1796,2020-11-07,-0.23,-7.43,0.0,0.0,1.94,7.5,0.43,0.52,0.21,18.52,2.49,8.04,10.9,15.89,22.2,-0.22,1161.0,3002.0,300.8,314.9,,17.26,-4829.0,44173.0,0.0,-5.85,31405.0,123814.0,17522.0,24184.0,5241.0,427267.0,-16463.0,-100132.0
2020-11-08,SA1,29465.33637701,5055.79307941,0.1716,2020-11-08,-0.2,-6.54,0.02,0.01,1.98,6.1,0.64,0.48,0.14,17.77,2.66,9.01,13.2,20.77,27.4,8.06,1187.0,2439.0,451.0,290.9,,8.91,-4988.0,-57536.0,1014.0,337.5,28430.0,136060.0,30929.0,29046.0,4532.0,258082.0,-17400.0,-122937.0
2020-11-09,SA1,33306.538031,7973.52496125,0.2394,2020-11-09,-0.24,-3.5,1.68,0.07,3.12,7.92,0.99,1.37,0.2,17.31,2.7,7.29,18.7,26.16,32.8,68.95,1871.0,3169.0,691.4,821.7,,55.53,7768.0,119529.0,96301.0,6901.0,177980.0,384396.0,74853.0,89359.0,12733.0,694569.0,135271.0,360738.0
2020-11-10,SA1,46797.72093,7764.13101367,0.1659,2020-11-10,-0.3,-7.12,0.1,0.01,3.47,7.96,1.1,0.88,0.29,31.69,1.85,5.55,17.8,29.71,36.8,10.69,2084.0,3184.0,770.8,530.0,,53.71,10025.0,266427.0,4927.0,542.0,151316.0,316410.0,62154.0,50309.0,13455.0,1239747.0,88760.0,239290.0
2020-11-11,SA1,31560.370722,5210.34951148,0.1651,2020-11-11,-0.29,-4.66,1.36,0.0,2.13,5.49,0.9,0.67,0.27,21.4,1.06,8.47,15.0,19.48,24.8,-0.25,1279.0,2197.0,627.3,404.8,,3.08,-13225.0,-23276.0,52999.0,3.39,28735.0,100250.0,-3375.0,37442.0,7868.0,282219.0,-7206.0,-349182.0
2020-11-12,SA1,36415.731239,3924.0014287,0.1078,2020-11-12,-0.33,-4.8,0.23,0.01,1.92,5.37,0.14,0.11,0.32,27.16,1.59,3.84,13.7,15.65,18.4,7.41,1150.0,2149.0,94.53,66.33,,23.97,-624.9,70341.0,10012.0,249.5,37091.0,130119.0,116.7,4759.0,9397.0,518230.0,22922.0,49639.0
2020-11-13,SA1,29930.226843,6032.42777026,0.2015,2020-11-13,-0.29,-4.31,1.52,0.0,2.37,7.23,0.56,0.91,0.25,16.12,2.66,6.64,12.8,15.27,18.7,-0.12,1422.0,2892.0,392.2,544.8,,39.06,714.0,51807.0,90122.0,-4.86,98486.0,302210.0,34456.0,57996.0,13327.0,501733.0,50860.0,112806.0
2020-11-14,SA1,26433.342787,7512.79719657,0.2842,2020-11-14,-0.27,-4.6,2.05,0.0,3.03,8.03,0.85,1.41,0.12,9.95,3.29,8.88,11.9,21.19,29.6,-0.08,1820.0,3211.0,593.0,847.1,,52.62,7759.0,142646.0,121227.0,-4.25,154798.0,388576.0,53246.0,89722.0,6767.0,315444.0,124027.0,318253.0
2020-11-15,SA1,38256.61004,4492.55395985,0.1174,2020-11-15,-0.26,-7.29,0.03,0.0,2.06,5.32,0.41,0.46,0.28,29.06,0.95,6.6,17.1,27.08,37.8,-0.01,1238.0,2129.0,285.3,275.3,,24.39,-3479.0,114280.0,1254.0,-0.1,36626.0,122069.0,19544.0,20322.0,7613.0,520106.0,10576.0,68950.0
2020-11-16,SA1,31872.370182,4330.10651577,0.1359,2020-11-16,-0.33,-5.42,0.71,0.0,1.93,5.65,0.24,0.3,0.29,22.24,1.5,8.66,13.8,17.0,20.7,-0.01,1158.0,2261.0,164.8,179.9,,-16.77,-21631.0,-139537.0,30027.0,-0.46,-5878.0,54802.0,-2890.0,16423.0,2821.0,-10919.0,-55413.0,-467647.0
2020-11-17,SA1,22427.274419,7976.56841731,0.3557,2020-11-17,-0.17,-0.92,3.84,0.02,2.74,9.77,0.4,1.32,0.15,4.95,3.33,9.16,9.8,17.81,24.7,24.59,1644.0,3909.0,281.6,792.7,,53.87,7609.0,42643.0,198212.0,1081.0,154335.0,531713.0,21237.0,78921.0,9377.0,244295.0,157535.0,416671.0
2020-11-18,SA1,32980.285103,10854.90275586,0.3291,2020-11-18,-0.23,-4.12,1.73,0.18,3.94,12.44,0.28,2.0,0.22,11.22,3.0,8.38,14.8,25.44,32.9,182.9,2363.0,4978.0,194.1,1199.0,,77.3,11363.0,190108.0,156802.0,18522.0,316210.0,859802.0,32654.0,175364.0,21900.0,604493.0,178068.0,452605.0
2020-11-19,SA1,39516.367372,7619.17937564,0.1928,2020-11-19,-0.29,-8.19,0.01,0.08,2.64,10.37,0.05,0.88,0.27,23.72,1.88,8.48,16.2,24.84,34.7,77.4,1584.0,4150.0,37.08,527.7,,42.53,3009.0,228021.0,354.5,758.7,102700.0,399527.0,1819.0,51194.0,9927.0,756358.0,46502.0,96520.0
2020-11-20,SA1,29992.203241,7991.04378196,0.2664,2020-11-20,-0.27,-3.76,0.26,0.05,2.86,11.5,0.07,0.52,0.22,12.24,2.85,8.26,12.5,20.75,29.0,47.29,1717.0,4602.0,51.78,312.7,,48.71,7224.0,131732.0,11280.0,1664.0,123587.0,490619.0,2874.0,25667.0,10157.0,517632.0,97410.0,275711.0
2020-11-21,SA1,36426.961009,9259.06730605,0.2542,2020-11-21,-0.23,-3.68,1.01,0.0,3.76,11.29,0.15,1.36,0.19,17.73,2.31,5.04,19.1,27.9,37.6,2.69,2256.0,4517.0,106.1,816.7,,59.44,9798.0,163153.0,72311.0,220.0,202006.0,577350.0,9977.0,84388.0,10531.0,807378.0,117140.0,260214.0
2020-11-22,SA1,40039.975208,9633.26543155,0.2406,2020-11-22,-0.37,-5.83,0.35,0.0,3.47,12.03,0.3,1.5,0.24,21.08,1.79,3.24,18.2,25.84,30.4,0.0,2082.0,4813.0,212.0,898.6,,58.63,14789.0,207779.0,26068.0,0.0,214553.0,597155.0,17421.0,115408.0,16293.0,820874.0,64664.0,121931.0
2020-11-23,SA1,33094.220077,5088.08021157,0.1537,2020-11-23,-0.25,-4.85,0.86,0.04,2.22,6.78,0.33,0.28,0.28,21.42,2.0,7.57,14.6,17.96,22.2,44.51,1331.0,2713.0,230.5,169.7,,29.0,-2959.0,16624.0,46371.0,1005.0,73880.0,270281.0,21313.0,18348.0,11281.0,706020.0,7835.0,-106135.0
2020-11-24,SA1,24634.124268,7707.39090787,0.3129,2020-11-24,-0.26,-1.72,4.13,0.07,2.93,10.11,0.72,0.54,0.25,6.94,3.29,9.17,11.6,17.9,22.8,73.39,1756.0,4045.0,505.5,321.2,,50.05,7776.0,27707.0,272111.0,1388.0,164867.0,533255.0,43991.0,38990.0,13695.0,377307.0,98898.0,230228.0
2020-11-25,SA1,27261.244622,7342.90824105,0.2694,2020-11-25,-0.22,-0.51,5.65,0.02,3.44,8.12,0.4,1.12,0.2,10.89,3.32,9.04,14.0,24.43,33.6,23.66,2062.0,3247.0,282.8,673.4,,59.67,9359.0,18474.0,406037.0,828.3,228619.0,510859.0,32432.0,83307.0,14218.0,601751.0,161541.0,407661.0
2020-11-26,SA1,30659.87118799,8492.96065264,0.277,2020-11-26,-0.23,0.0,4.27,0.05,4.04,9.85,0.46,1.02,0.18,12.21,3.2,8.44,15.5,24.67,32.2,51.23,2426.0,3941.0,320.1,609.7,,59.82,12735.0,0.0,262597.0,2663.0,262810.0,597837.0,33135.0,69253.0,12750.0,736978.0,170268.0,440171.0
2020-11-27,SA1,41626.71316199,12444.04352722,0.2989,2020-11-27,-0.36,-2.32,4.87,0.16,6.58,10.98,1.95,0.98,0.33,18.1,3.14,8.66,19.6,30.26,39.0,163.8,3946.0,4393.0,1368.0,590.1,,80.43,16196.0,71351.0,555416.0,35772.0,685899.0,877137.0,309976.0,135443.0,46818.0,853753.0,209656.0,471853.0
2020-11-28,SA1,38860.086212,8667.18475208,0.223,2020-11-28,-0.46,-4.46,3.22,0.0,3.84,11.97,0.58,0.05,0.27,20.34,2.34,5.48,16.5,25.41,32.8,0.0,2305.0,4786.0,408.3,30.62,,38.05,7620.0,36196.0,157292.0,0.0,138390.0,443073.0,16716.0,2882.0,16451.0,501673.0,93474.0,229173.0
2020-11-29,SA1,28548.170307,4790.69712733,0.1678,2020-11-29,-0.28,-4.44,0.4,0.0,3.42,5.72,0.0,0.0,0.26,16.98,2.54,8.41,13.9,17.35,22.4,-0.07,2051.0,2288.0,0.0,0.91,,7.16,-4069.0,15483.0,21937.0,-3.07,47758.0,102955.0,0.0,-24.39,4111.0,241497.0,-29542.0,-163743.0
2020-11-30,SA1,30876.097063,6621.99920486,0.2145,2020-11-30,-0.24,-3.35,3.94,0.0,4.31,6.88,0.93,0.0,0.28,15.8,3.02,8.71,12.4,23.5,31.3,-0.18,2584.0,2753.0,653.8,0.0,,23.96,-9027.0,-987.3,271787.0,-6.57,171411.0,273221.0,68609.0,0.0,12069.0,352184.0,-11604.0,-162602.0
2020-12-01,SA1,33578.704149,3332.66203657,0.0992,2020-12-01,-0.34,-4.51,0.44,0.0,2.23,4.16,0.04,0.0,0.33,25.21,1.89,7.74,14.8,18.71,24.7,-0.07,1341.0,1664.0,27.96,0.0,,-42.87,-24055.0,-245375.0,18203.0,7.26,-31978.0,-96111.0,1764.0,0.0,-1088.0,-57750.0,-190864.0,-967120.0
2020-12-02,SA1,23079.764483,4354.50982724,0.1887,2020-12-02,-0.29,-0.95,3.42,0.0,2.52,5.75,0.15,0.0,0.21,11.39,3.21,9.01,12.1,16.44,21.0,-0.21,1514.0,2298.0,107.7,0.14,,43.87,9574.0,34333.0,151851.0,-10.09,109027.0,251798.0,8112.0,8.43,9710.0,475110.0,122229.0,338930.0
2020-12-03,SA1,23747.043376,6515.07807848,0.2744,2020-12-03,-0.27,-0.25,3.63,0.03,3.69,8.34,0.4,0.0,0.25,8.56,2.73,9.42,9.9,19.4,28.1,34.81,2215.0,3335.0,277.4,0.02,,60.67,13108.0,9409.0,247336.0,3480.0,246497.0,501109.0,28225.0,2.19,20482.0,462710.0,162796.0,521792.0
2020-12-04,SA1,25154.006332,7717.9485076,0.3068,2020-12-04,-0.33,0.0,6.38,0.0,3.96,8.25,1.3,0.43,0.31,8.53,2.69,9.15,11.8,24.37,33.6,4.17,2376.0,3301.0,910.2,258.4,,57.54,15518.0,0.0,352064.0,384.0,237170.0,470874.0,87888.0,29017.0,19675.0,471207.0,145961.0,510235.0
2020-12-05,SA1,35402.268997,3156.68993442,0.0892,2020-12-05,-0.32,-5.01,0.54,0.0,1.96,4.23,0.0,0.01,0.19,28.23,1.09,4.49,14.5,21.33,29.0,-0.08,1175.0,1692.0,0.0,4.39,,-22.13,-21665.0,-166723.0,11162.0,2.87,-18679.0,-42122.0,0.0,210.3,-1314.0,-193246.0,-57457.0,-293427.0
2020-12-06,SA1,34427.365344,3118.01753872,0.0906,2020-12-06,-0.33,-8.55,0.0,0.0,1.93,4.19,0.0,0.0,0.26,26.84,1.57,6.92,13.5,16.64,20.2,-0.27,1158.0,1676.0,0.0,0.0,,-87.19,-24688.0,-533750.0,0.0,13.7,-101062.0,-219800.0,0.0,0.0,-9401.0,-1272056.0,-127778.0,-573227.0
2020-12-07,SA1,34794.227708,3652.31971031,0.105,2020-12-07,-0.39,-6.54,0.54,0.0,2.1,5.02,0.0,0.0,0.4,26.84,0.72,6.93,12.5,14.82,17.5,-0.3,1259.0,2009.0,0.0,0.0,,-51.34,-26900.0,-252133.0,18213.0,9.71,-65004.0,-138790.0,0.0,0.0,-5313.0,-841778.0,-34206.0,-482949.0
2020-12-08,SA1,21935.258095,6514.68356358,0.297,2020-12-08,-0.21,-1.11,4.73,0.0,2.94,7.49,0.39,1.02,0.17,6.83,3.35,8.04,12.4,15.5,18.9,-0.21,1767.0,2996.0,273.8,612.0,,35.72,1483.0,17765.0,177386.0,-6.85,111648.0,304570.0,22533.0,53781.0,8408.0,256216.0,83715.0,163625.0
2020-12-09,SA1,24325.852621,6522.74382802,0.2681,2020-12-09,-0.22,-1.17,2.35,0.07,4.03,7.3,0.18,0.49,0.22,9.04,3.36,9.7,9.7,18.57,27.3,66.76,2418.0,2919.0,123.6,295.5,,41.68,7379.0,25061.0,114462.0,3491.0,173900.0,325497.0,8830.0,26301.0,10572.0,406226.0,103274.0,268154.0
2020-12-10,SA1,29666.613325,3246.63847179,0.1094,2020-12-10,-0.38,-2.86,0.52,0.0,1.97,4.24,0.0,0.11,0.33,21.49,1.84,9.77,12.9,18.74,24.7,-0.37,1183.0,1696.0,0.0,64.13,,-4.09,-6619.0,-56268.0,19208.0,-2.68,7274.0,14950.0,0.0,3820.0,6758.0,263160.0,-54740.0,-348844.0
2020-12-11,SA1,32857.700695,3281.39431853,0.0999,2020-12-11,-0.42,-5.0,0.14,0.0,2.05,4.19,0.16,0.0,0.37,25.43,1.01,9.17,12.3,21.13,29.5,-0.37,1229.0,1675.0,110.1,0.0,,-32.4,-20203.0,-135061.0,7357.0,8.74,-34776.0,-79906.0,-22587.0,0.0,2489.0,-141374.0,-76978.0,-700565.0
2020-12-12,SA1,34499.505265,4138.63410231,0.12,2020-12-12,-0.33,-3.29,3.38,0.0,1.94,5.67,0.35,0.11,0.28,25.23,1.24,7.34,21.2,29.11,35.2,-0.03,1162.0,2269.0,247.4,65.79,,-3.16,-11288.0,-109710.0,184586.0,0.71,891.8,87018.0,18383.0,7210.0,4730.0,30196.0,-51168.0,-293092.0
2020-12-13,SA1,34899.579356,4947.58683757,0.1418,2020-12-13,-0.25,-1.9,2.92,0.01,2.29,5.88,0.49,0.56,0.22,25.16,0.61,3.83,25.6,27.75,30.9,10.02,1371.0,2352.0,342.1,334.1,,27.62,2963.0,11230.0,175818.0,1509.0,72184.0,209108.0,33327.0,49799.0,9709.0,479969.0,10008.0,44291.0
2020-12-14,SA1,41675.376966,12883.74971623,0.3091,2020-12-14,-0.49,-1.11,4.34,0.02,8.44,11.18,1.07,1.38,0.39,18.79,1.14,5.46,22.9,29.92,36.1,18.69,5066.0,4470.0,746.2,826.3,,61.44,16591.0,12848.0,348937.0,1622.0,715181.0,724814.0,113286.0,137397.0,35029.0,643860.0,65306.0,293882.0
2020-12-15,SA1,34285.508132,10743.97047942,0.3134,2020-12-15,-0.38,-1.11,3.63,0.0,6.75,11.5,0.03,1.08,0.4,13.12,2.03,8.88,17.9,23.91,29.8,4.2,4049.0,4601.0,18.03,645.6,,60.17,20934.0,58678.0,216611.0,349.7,402246.0,716121.0,1942.0,78137.0,23900.0,674821.0,110683.0,457734.0
2020-12-16,SA1,28990.160899,6948.79027537,0.2397,2020-12-16,-0.44,-0.82,4.31,0.0,4.31,8.35,0.0,0.37,0.37,13.1,2.81,8.12,16.7,21.06,26.6,0.0,2586.0,3339.0,0.0,220.0,,28.79,9096.0,7049.0,170156.0,0.0,128254.0,267741.0,0.0,11154.0,12089.0,432942.0,36369.0,90551.0
2020-12-17,SA1,31043.312794,5172.60179204,0.1666,2020-12-17,-0.44,-4.21,3.42,0.01,2.36,7.52,0.0,0.22,0.38,18.33,2.47,6.97,13.9,17.16,20.3,5.59,1416.0,3008.0,0.0,134.2,,12.25,-2657.0,-67700.0,168432.0,223.6,51194.0,199081.0,0.0,9038.0,5359.0,172950.0,-16021.0,-66233.0
2020-12-18,SA1,24319.370527,4681.76922304,0.1925,2020-12-18,-0.5,-1.03,2.18,0.0,2.16,7.16,0.0,0.0,0.45,12.12,2.66,9.46,11.9,16.32,20.2,-0.13,1297.0,2862.0,0.0,0.0,,-23.79,-31079.0,-12222.0,-22283.0,-1.92,-25847.0,33273.0,0.0,0.0,-2900.0,136734.0,-128317.0,-771940.0
2020-12-19,SA1,24156.554448,4541.41862547,0.188,2020-12-19,-0.48,-2.04,1.22,0.0,2.11,6.91,0.0,0.0,0.41,12.23,2.69,9.67,11.2,17.48,24.1,-0.21,1266.0,2762.0,0.0,0.0,,40.73,15733.0,55283.0,54362.0,-8.59,79090.0,271788.0,0.0,0.0,15803.0,499643.0,73035.0,267664.0
2020-12-20,SA1,25218.978638,4437.65444934,0.176,2020-12-20,-0.55,-2.28,2.77,0.0,2.54,6.09,0.0,0.01,0.45,11.07,2.58,9.39,11.7,21.1,29.2,-0.22,1523.0,2437.0,0.0,8.6,,33.77,12716.0,42531.0,140102.0,-4.78,89851.0,220195.0,0.0,768.9,16032.0,316989.0,49927.0,194398.0
2020-12-21,SA1,27098.913539,5333.38444445,0.1968,2020-12-21,-0.55,-2.47,5.72,0.01,2.78,6.91,0.13,0.32,0.52,14.85,1.85,6.11,14.3,17.76,20.9,6.38,1668.0,2765.0,91.67,194.9,,51.68,19260.0,43728.0,346899.0,206.9,145493.0,372791.0,8034.0,16448.0,27998.0,623476.0,59080.0,206703.0
2020-12-22,SA1,25530.981817,3715.09990298,0.1455,2020-12-22,-0.52,-2.44,3.58,0.0,2.07,5.2,0.0,0.0,0.44,15.71,2.32,8.61,11.8,16.52,21.2,-0.18,1244.0,2080.0,0.0,0.0,,-11.2,-14388.0,-131028.0,126620.0,-4.67,7540.0,43774.0,0.0,0.0,4251.0,56699.0,-82912.0,-402206.0
2020-12-23,SA1,23493.847037,4859.82949311,0.2069,2020-12-23,-0.49,-1.03,3.03,0.01,2.35,7.21,0.0,0.0,0.4,10.28,3.39,9.13,12.2,17.02,22.0,12.92,1410.0,2885.0,0.0,0.0,,36.38,16084.0,27091.0,124498.0,655.3,84002.0,265022.0,0.0,0.0,14603.0,404795.0,89818.0,220598.0
2020-12-24,SA1,25447.310695,4578.50673742,0.1799,2020-12-24,-0.45,-1.83,1.72,0.0,2.21,6.83,0.0,0.0,0.39,12.86,3.32,9.15,11.0,17.9,25.5,-0.19,1326.0,2733.0,0.0,0.0,,23.1,9927.0,11563.0,62489.0,-5.98,54414.0,186506.0,0.0,0.0,9861.0,365265.0,31557.0,58475.0
2020-12-25,SA1,24806.806174,4490.10904703,0.181,2020-12-25,-0.46,-3.2,1.67,0.0,2.21,6.61,0.0,0.0,0.34,12.92,2.83,9.73,14.2,21.21,29.3,-0.23,1326.0,2642.0,0.0,0.0,,7.88,450.6,-29000.0,71635.0,-2.13,30719.0,106911.0,0.0,0.0,6749.0,215530.0,-21590.0,-124112.0
2020-12-26,SA1,20442.486659,6454.12704098,0.3157,2020-12-26,-0.42,-0.54,8.87,0.0,2.77,7.38,0.69,0.86,0.33,5.28,3.32,9.28,13.9,25.51,34.8,-0.03,1659.0,2952.0,480.4,517.3,,37.82,12108.0,2040.0,430104.0,-1.2,119178.0,321125.0,40167.0,51253.0,14115.0,192785.0,73951.0,173582.0
