date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Battery (Discharging) -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Temperature Min - C,Temperature Mean - C,Temperature Max - C,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Battery (Discharging) Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2021-02-05,-0.39,-5.77,0.37,0.00,1.93,4.17,0.00,0.00,0.36,28.53,1.45,4.35,16.50,18.05,20.10,-0.07,1155.00,1668.00,0.00,0.00,NaN,-14.05,-16725.00,-82330.00,2771.00,-1.67,-12105.00,-27112.00,0.00,0.00,-2911.00,-125064.00,-34864.00,-193340.00
2021-02-06,-0.33,-4.92,1.32,0.00,2.02,4.20,0.00,0.00,0.21,24.86,1.72,4.59,14.30,17.32,20.50,-0.09,1209.00,1679.00,0.00,0.00,NaN,-31.70,-20637.00,-153370.00,39829.00,-0.27,-32995.00,-77745.00,0.00,0.00,-2074.00,-412094.00,-105526.00,-302481.00
2021-02-07,-0.22,-0.96,5.15,0.00,2.17,4.26,0.00,0.00,0.21,12.43,2.77,5.68,13.00,19.05,25.40,-0.07,1302.00,1704.00,0.00,0.00,NaN,13.61,-2777.00,-3096.00,185897.00,-1.98,41149.00,67559.00,0.00,0.00,5740.00,219417.00,-22710.00,-62780.00
2021-02-08,-0.23,-2.18,0.85,0.00,2.05,4.16,0.00,0.00,0.20,18.54,2.70,8.92,19.20,23.64,30.10,-0.10,1228.00,1663.00,0.00,0.00,NaN,7.46,-2589.00,-20462.00,25514.00,0.72,21952.00,39872.00,0.00,0.00,3903.00,274036.00,-7421.00,-73547.00
2021-02-09,-0.22,-0.18,5.47,0.00,2.74,5.04,0.17,0.02,0.16,14.82,2.99,6.72,15.70,26.26,34.90,-0.02,1642.00,2017.00,120.20,9.39,NaN,32.91,2844.00,1469.00,236522.00,-0.15,94391.00,166288.00,7856.00,510.10,5937.00,355014.00,108974.00,261745.00
2021-02-10,-0.18,0.00,9.25,0.01,5.21,8.34,0.05,0.60,0.13,9.69,3.09,8.51,18.60,26.10,35.20,11.05,3128.00,3335.00,34.87,361.00,NaN,45.63,6031.00,0.00,477705.00,1780.00,289006.00,370673.00,5358.00,53096.00,8985.00,342750.00,134021.00,350687.00
2021-02-11,-0.23,-0.72,3.36,0.00,3.74,7.34,0.24,0.24,0.19,26.19,1.81,3.97,16.10,18.94,22.20,-0.01,2246.00,2934.00,168.40,145.80,NaN,31.15,3998.00,25561.00,112804.00,-0.10,119045.00,228198.00,12060.00,10438.00,7334.00,763720.00,45828.00,108030.00
2021-02-12,-0.21,-2.48,5.53,0.00,2.26,6.97,0.00,0.00,0.11,15.15,2.56,7.39,14.60,18.52,23.10,-0.01,1354.00,2790.00,0.00,0.00,NaN,15.86,-70.23,-55850.00,207599.00,-0.27,62758.00,122524.00,0.00,0.00,3956.00,309384.00,3584.00,-62378.00
2021-02-13,-0.21,-0.33,6.92,0.00,2.33,4.21,0.00,0.25,0.17,10.03,2.84,7.46,12.50,18.55,25.60,-0.04,1400.00,1685.00,0.00,150.10,NaN,10.56,-2286.00,-11165.00,279425.00,1.13,45524.00,64959.00,0.00,11228.00,5748.00,228028.00,-60539.00,-205182.00
2021-02-14,-0.19,-0.97,4.49,0.00,2.07,4.18,0.00,0.00,0.16,12.66,1.64,8.98,13.60,21.63,30.30,-0.06,1239.00,1671.00,0.00,0.00,NaN,-1.07,-4548.00,-12009.00,109233.00,-0.46,8934.00,8267.00,0.00,0.00,3678.00,175673.00,-38827.00,-285751.00
2021-02-15,-0.18,-0.88,3.41,0.00,2.51,4.19,0.00,0.00,0.16,17.97,3.24,8.96,17.70,27.12,34.40,-0.05,1505.00,1675.00,0.00,0.00,NaN,22.02,2344.00,3650.00,128176.00,-0.52,64788.00,87652.00,0.00,0.00,4380.00,395020.00,52875.00,128127.00
2021-02-16,-0.25,0.00,11.83,0.08,5.28,4.07,1.62,0.24,0.19,11.34,2.79,8.02,25.60,31.73,37.20,82.52,3171.00,1628.00,1133.00,145.30,NaN,59.46,10948.00,0.00,754307.00,12243.00,395149.00,236597.00,158068.00,17969.00,16570.00,510354.00,149004.00,427967.00
2021-02-17,-0.27,0.00,11.32,0.16,7.04,7.68,0.23,0.01,0.23,14.97,2.88,8.30,27.20,31.89,36.40,162.60,4227.00,3074.00,162.50,4.49,NaN,68.81,16081.00,0.00,857535.00,31190.00,609044.00,625075.00,37844.00,255.10,25408.00,701172.00,204679.00,509060.00
2021-02-18,-0.25,-0.27,6.77,0.00,6.30,6.59,0.27,0.41,0.19,24.52,3.17,8.55,22.00,29.04,35.60,3.58,3782.00,2635.00,190.10,246.60,NaN,37.59,4077.00,1203.00,381727.00,496.00,315687.00,323683.00,24765.00,35701.00,10267.00,700435.00,90045.00,226408.00
2021-02-19,-0.24,-0.36,7.28,0.02,8.42,4.87,0.78,1.29,0.20,21.83,2.31,5.32,17.50,23.03,29.80,17.24,5053.00,1947.00,548.00,777.00,NaN,50.57,6206.00,13312.00,459569.00,2000.00,514351.00,358301.00,62787.00,100362.00,13249.00,685383.00,125661.00,275028.00
2021-02-20,-0.22,-0.20,8.19,0.00,3.20,5.36,0.00,0.27,0.12,12.07,2.78,7.82,15.30,18.67,22.20,0.00,1918.00,2146.00,0.00,159.10,NaN,39.75,8144.00,5864.00,360738.00,0.00,137389.00,218079.00,0.00,15236.00,5119.00,473762.00,90002.00,251324.00
2021-02-21,-0.28,-2.02,4.33,0.00,2.22,5.91,0.00,0.00,0.25,12.53,1.96,8.45,15.00,18.77,22.80,-0.07,1330.00,2366.00,0.00,0.00,NaN,6.23,-6458.00,-60457.00,148375.00,-1.24,32989.00,112178.00,0.00,0.00,4941.00,185617.00,-15416.00,-194075.00
2021-02-22,-0.24,-2.31,3.51,0.00,2.12,4.50,0.00,0.00,0.21,19.10,2.40,7.19,12.70,16.72,21.90,-0.09,1273.00,1799.00,0.00,0.00,NaN,-5.60,-9097.00,-81947.00,95649.00,-1.61,11645.00,21707.00,0.00,0.00,2938.00,88586.00,-68195.00,-265747.00
2021-02-23,-0.22,-2.29,4.15,0.03,1.93,4.18,0.11,0.00,0.12,18.81,2.26,6.75,13.80,16.97,21.70,27.86,1159.00,1673.00,76.63,0.00,NaN,3.10,-4707.00,-58762.00,133829.00,-542.80,16909.00,36305.00,4323.00,0.00,2496.00,169447.00,-36046.00,-152126.00
2021-02-24,-0.19,-1.11,3.52,0.04,2.19,4.26,0.00,0.41,0.17,15.20,2.84,7.78,11.30,16.85,20.90,38.28,1314.00,1705.00,0.00,244.20,NaN,27.76,4645.00,18015.00,139040.00,1051.00,61343.00,115144.00,0.00,11205.00,4970.00,438509.00,51313.00,129076.00
2021-02-25,-0.34,0.00,4.35,0.05,5.91,2.97,1.92,0.41,0.23,10.99,1.35,7.60,14.30,18.05,23.60,54.69,3544.00,1188.00,1347.00,243.60,NaN,22.43,-45.07,0.00,155224.00,2142.00,227509.00,138249.00,97294.00,23129.00,12153.00,317753.00,17468.00,-195754.00
2021-02-26,-0.21,0.00,3.94,0.00,7.09,4.92,2.54,0.00,0.25,7.35,2.29,6.82,12.40,19.22,25.10,-0.23,4252.00,1969.00,1779.00,0.00,NaN,59.33,6138.00,0.00,258109.00,-15.40,507674.00,311592.00,201722.00,0.00,16391.00,456346.00,90077.00,227878.00
2021-02-27,-0.31,0.00,2.97,0.00,4.98,4.51,1.94,0.74,0.21,9.15,0.99,8.40,13.40,19.58,24.80,4.26,2989.00,1803.00,1355.00,445.10,NaN,17.60,-11587.00,-47.56,123792.00,763.90,264245.00,137365.00,134439.00,74099.00,14550.00,437199.00,25271.00,-608935.00
2021-02-28,-0.27,-0.09,3.18,0.00,5.46,4.69,1.94,1.54,0.26,7.71,0.92,8.18,13.50,18.78,25.30,-0.04,3278.00,1875.00,1358.00,925.50,NaN,-21.15,-57556.00,2314.00,120562.00,-4.17,223136.00,37593.00,113915.00,140003.00,11805.00,168666.00,18426.00,-1487655.00
2021-03-01,-0.24,-0.51,2.34,0.00,4.49,4.46,1.67,1.10,0.23,15.00,1.36,7.35,12.90,17.55,24.20,-0.24,2697.00,1783.00,1171.00,660.50,NaN,15.77,-6704.00,10026.00,91221.00,-17.66,185574.00,115140.00,87233.00,83163.00,6243.00,321628.00,-28179.00,-278084.00
2021-03-02,-0.32,-1.35,1.45,0.00,3.20,4.38,0.84,0.31,0.27,19.57,1.24,7.24,14.00,18.18,24.80,3.65,1919.00,1750.00,589.00,188.50,NaN,-6.71,-17564.00,-17192.00,20839.00,927.90,4807.00,-5536.00,30693.00,14845.00,10027.00,5290.00,-19083.00,-275347.00
2021-03-03,-0.24,-0.71,1.73,0.00,2.86,4.12,0.61,0.17,0.19,16.94,2.01,8.52,9.70,17.46,24.40,-0.37,1717.00,1648.00,424.60,99.62,NaN,28.14,3736.00,10971.00,72651.00,-12.83,86181.00,117003.00,18405.00,7585.00,7017.00,535192.00,37136.00,122838.00
2021-03-04,-0.22,-0.14,4.96,0.00,2.24,4.35,0.28,0.11,0.17,12.98,3.15,8.32,11.60,18.57,26.60,-0.37,1344.00,1740.00,197.20,67.93,NaN,28.01,4878.00,2067.00,187787.00,-11.33,67133.00,124008.00,11180.00,4524.00,6584.00,396531.00,61771.00,147921.00
2021-03-05,-0.22,-0.07,7.20,0.00,2.60,3.92,0.03,0.56,0.19,11.35,3.02,8.10,12.40,20.73,27.60,-0.20,1561.00,1566.00,21.76,335.80,NaN,30.68,5244.00,592.50,339633.00,-7.91,99822.00,120980.00,1701.00,33010.00,5543.00,374585.00,42975.00,101283.00
2021-03-06,-0.24,-1.06,4.25,0.00,2.21,4.25,0.08,0.81,0.14,13.58,2.42,7.45,19.40,22.80,28.10,0.43,1329.00,1700.00,59.24,485.20,NaN,19.96,1125.00,-6901.00,183955.00,76.25,50040.00,90292.00,5210.00,41347.00,6113.00,328542.00,-5841.00,-17740.00
2021-03-07,-0.20,-0.07,11.20,0.00,2.76,4.34,0.55,1.50,0.17,7.60,1.48,4.04,15.60,19.62,25.60,-0.02,1656.00,1736.00,385.70,901.40,NaN,46.07,6614.00,1926.00,557278.00,-0.75,140534.00,209360.00,32037.00,86376.00,9326.00,318512.00,48564.00,126943.00
2021-03-08,-0.16,-1.87,5.06,0.00,2.54,4.22,0.00,0.52,0.17,12.51,2.02,7.64,12.10,18.81,26.00,-0.13,1523.00,1689.00,0.00,314.10,NaN,35.70,4960.00,37964.00,219331.00,-3.96,89796.00,142732.00,0.00,26489.00,5549.00,414234.00,48293.00,176295.00
2021-03-09,-0.26,-3.64,0.49,0.00,2.09,4.16,0.14,0.12,0.21,22.06,1.97,8.06,16.20,19.71,26.00,-0.40,1254.00,1664.00,96.07,73.63,NaN,8.27,2079.00,-15955.00,18633.00,-5.90,24521.00,43235.00,5211.00,5029.00,4198.00,375992.00,-27605.00,-142434.00
2021-03-10,-0.25,-0.26,4.95,0.00,2.24,4.11,0.09,0.49,0.15,18.30,1.24,4.00,14.80,20.34,26.00,2.98,1342.00,1644.00,66.29,291.90,NaN,34.68,7157.00,6538.00,209109.00,122.10,79078.00,142114.00,4582.00,23324.00,5674.00,608318.00,32539.00,96776.00
2021-03-11,-0.23,0.00,10.13,0.00,3.29,4.51,0.50,1.24,0.20,5.73,2.92,7.44,14.30,23.80,31.80,-0.05,1973.00,1804.00,351.50,743.10,NaN,53.86,9728.00,0.00,590942.00,6.06,186293.00,248088.00,32774.00,87678.00,13134.00,321279.00,130266.00,304814.00
2021-03-12,-0.20,-0.18,6.05,1.27,4.07,5.05,2.87,0.49,0.24,8.50,1.67,7.75,13.20,18.13,22.50,1272.00,2442.00,2022.00,2007.00,296.00,NaN,1319.90,150664.00,552.50,8813898.00,6152672.00,7043982.00,9853838.00,12950416.00,23466.00,784531.00,3211947.00,262224.00,379889.00
2021-03-13,-0.35,-1.41,0.28,0.02,3.69,4.98,1.15,0.01,0.13,20.39,0.21,4.10,10.00,15.07,19.80,23.22,2216.00,1990.00,805.60,4.25,NaN,-62.12,-27331.00,-126460.00,13969.00,3039.00,-93515.00,-168399.00,-7512.00,278.00,-1920.00,-957236.00,-12866.00,-684558.00
2021-03-14,-0.21,-0.08,2.36,0.00,3.39,4.40,0.76,0.12,0.15,12.03,0.41,7.38,9.40,16.08,21.20,-0.11,2033.00,1761.00,531.50,70.93,NaN,-168.74,-63261.00,-45168.00,-59921.00,-0.24,-408993.00,-618465.00,-90483.00,4352.00,772.40,-533195.00,-39274.00,-3328317.00
2021-03-15,-0.12,0.00,4.20,0.06,6.71,4.71,2.59,1.59,0.16,7.33,1.79,5.22,14.50,19.15,23.00,57.87,4026.00,1882.00,1813.00,952.10,NaN,69.68,9216.00,0.00,293461.00,12564.00,519406.00,340178.00,221104.00,117994.00,10553.00,473160.00,103014.00,284898.00
2021-03-16,-0.27,-0.06,3.13,0.06,5.64,4.64,2.40,1.68,0.19,11.44,1.77,4.55,13.80,21.63,27.30,60.66,3382.00,1855.00,1683.00,1008.00,NaN,72.69,18530.00,1539.00,234044.00,7103.00,419655.00,336596.00,166657.00,122483.00,16554.00,619520.00,168041.00,446510.00
2021-03-17,-0.22,0.00,3.55,0.00,5.23,4.71,1.87,2.74,0.17,9.11,2.06,7.61,18.50,24.32,30.10,-0.01,3138.00,1885.00,1308.00,1642.00,NaN,61.55,10871.00,0.00,235753.00,-0.66,345687.00,302719.00,139936.00,194901.00,16489.00,584676.00,98329.00,337548.00
2021-03-18,-0.16,-0.04,2.89,0.00,4.00,4.18,1.05,1.10,0.14,16.94,1.47,7.33,19.00,24.74,29.90,-0.06,2401.00,1670.00,737.00,660.10,NaN,19.02,2525.00,1148.00,87522.00,-1.85,112243.00,88641.00,39653.00,31676.00,4594.00,461949.00,-3674.00,-86270.00
2021-03-19,-0.23,-2.29,1.63,0.00,2.43,4.08,0.00,0.00,0.23,25.77,1.09,6.51,20.40,25.86,31.30,0.97,1459.00,1630.00,0.00,0.00,NaN,5.60,-5439.00,-25922.00,52867.00,-27.88,34146.00,40536.00,0.00,0.00,5790.00,329891.00,-26313.00,-185923.00
2021-03-20,-0.26,-3.22,0.87,0.00,2.21,4.07,0.00,0.00,0.21,26.14,1.05,6.91,21.10,25.49,30.00,-0.03,1328.00,1628.00,0.00,0.00,NaN,7.17,-3039.00,-2479.00,24820.00,-0.90,24907.00,40332.00,0.00,0.00,4918.00,342903.00,-20805.00,-139429.00
2021-03-21,-0.27,-0.73,6.98,0.00,2.49,4.29,0.83,0.95,0.14,13.79,1.39,6.54,17.20,23.24,28.50,0.41,1495.00,1716.00,581.10,568.00,NaN,45.00,9781.00,18709.00,372550.00,44.48,116303.00,186911.00,51754.00,63356.00,9264.00,514777.00,50616.00,244653.00
2021-03-22,-0.21,0.00,11.06,0.00,5.56,4.78,0.76,3.29,0.23,5.74,1.68,6.57,13.80,19.20,23.20,-0.03,3337.00,1914.00,533.70,1976.00,NaN,71.15,13964.00,0.00,792508.00,-2.18,420344.00,344686.00,64499.00,240308.00,21232.00,369783.00,110914.00,429895.00
2021-03-23,-0.32,-2.21,5.65,0.00,5.06,4.31,0.70,1.52,0.29,12.50,2.32,7.24,17.10,19.08,21.80,-0.14,3036.00,1724.00,488.30,910.70,NaN,58.46,13017.00,46417.00,464709.00,-7.34,382580.00,276771.00,75564.00,133482.00,30365.00,454911.00,79134.00,209399.00
2021-03-24,-0.27,-2.42,4.71,0.00,2.08,4.14,0.31,0.63,0.23,18.50,2.28,5.15,14.60,18.04,21.50,1.03,1250.00,1656.00,215.80,375.20,NaN,17.02,-4683.00,-66007.00,180108.00,56.60,50540.00,97205.00,17085.00,33151.00,9072.00,412948.00,-7925.00,-120008.00
2021-03-25,-0.30,-2.40,4.16,0.00,3.94,4.45,0.63,1.49,0.24,14.09,2.56,5.62,13.40,17.48,22.10,-0.09,2365.00,1780.00,442.30,892.50,NaN,37.15,4473.00,20430.00,233071.00,-4.00,227580.00,170815.00,55339.00,111524.00,15033.00,368447.00,30429.00,43586.00
2021-03-26,-0.34,-1.84,4.59,0.00,3.92,6.14,1.01,1.88,0.30,13.93,1.23,3.45,13.70,17.30,21.10,3.18,2353.00,2457.00,705.70,1126.00,NaN,29.31,9588.00,-35450.00,252240.00,-238.70,167743.00,247162.00,54487.00,110882.00,10369.00,294933.00,-32678.00,-74589.00
2021-03-27,-0.33,-1.61,6.94,0.00,3.07,4.56,0.45,1.69,0.26,9.39,2.08,5.69,12.80,16.74,21.00,-0.12,1842.00,1825.00,313.80,1011.00,NaN,19.52,-7592.00,-80748.00,401544.00,-5.33,118479.00,139198.00,22686.00,97536.00,9535.00,164978.00,-32597.00,-204454.00
2021-03-28,-0.24,-0.21,7.61,0.00,3.06,4.52,0.44,1.91,0.14,5.27,2.62,6.06,11.00,17.69,23.20,-0.27,1836.00,1808.00,305.20,1144.00,NaN,42.18,7389.00,2090.00,407001.00,-14.19,147687.00,197931.00,27220.00,112971.00,6803.00,224740.00,60301.00,120395.00
2021-03-29,-0.24,0.00,6.34,0.00,2.58,5.60,0.57,0.89,0.23,9.28,2.76,7.06,13.70,20.59,25.80,-0.25,1549.00,2241.00,398.80,535.10,NaN,36.62,8776.00,0.00,259727.00,-10.36,102428.00,219617.00,30066.00,49462.00,11193.00,377386.00,70511.00,155792.00
2021-03-30,-0.28,-0.23,5.51,0.02,2.58,7.31,0.80,0.95,0.24,9.76,2.65,6.73,13.60,21.31,27.50,18.97,1548.00,2923.00,560.70,568.80,NaN,39.55,10251.00,12834.00,197743.00,779.20,120388.00,330239.00,59328.00,69240.00,18946.00,405357.00,61489.00,138579.00
2021-03-31,-0.21,-0.06,7.35,0.03,3.29,5.76,0.67,0.86,0.16,9.48,2.71,6.87,14.10,23.53,31.70,30.89,1971.00,2306.00,465.70,513.80,NaN,41.77,7359.00,1652.00,338082.00,1438.00,158186.00,237687.00,37888.00,52065.00,8579.00,375937.00,95711.00,226769.00
2021-04-01,-0.26,0.00,7.07,0.00,3.23,5.65,1.11,1.02,0.20,9.94,2.73,6.85,15.40,25.00,33.10,-0.04,1940.00,2261.00,778.00,612.00,NaN,43.72,10223.00,0.00,296960.00,-1.62,152644.00,252481.00,53792.00,56112.00,9314.00,381504.00,121309.00,307490.00
2021-04-02,-0.29,-0.08,8.93,0.00,2.33,5.88,0.30,0.61,0.23,7.72,2.69,6.75,17.50,25.36,33.30,-0.01,1395.00,2353.00,213.40,367.30,NaN,29.40,4206.00,-1180.00,366279.00,-0.30,75772.00,208836.00,18095.00,34604.00,9786.00,238600.00,28646.00,47395.00
2021-04-03,-0.24,-0.01,7.50,0.00,2.08,5.72,0.26,0.81,0.17,10.97,2.64,6.68,15.80,22.18,29.50,-0.02,1250.00,2287.00,184.40,487.00,NaN,17.04,-1289.00,-342.20,234438.00,-0.90,37956.00,142605.00,14323.00,41552.00,7217.00,169113.00,1278.00,-23506.00
2021-04-04,-0.29,-0.29,6.17,0.00,0.99,8.21,0.30,0.50,0.23,9.23,2.61,6.65,13.00,18.62,25.20,-0.01,591.10,3283.00,206.70,300.70,NaN,26.87,5619.00,-733.00,236831.00,-0.37,27181.00,230877.00,11640.00,21279.00,7898.00,321451.00,23243.00,35996.00
2021-04-05,-0.31,-0.19,7.16,0.00,1.96,5.74,0.25,0.55,0.22,8.65,2.65,6.58,11.30,18.32,27.90,-0.24,1174.00,2295.00,176.20,331.70,NaN,29.57,7323.00,684.10,283653.00,-8.29,57544.00,192036.00,9779.00,26223.00,8153.00,312970.00,29310.00,55573.00
2021-04-06,-0.20,0.00,8.28,0.00,2.39,7.39,0.00,0.59,0.17,8.19,2.66,6.63,11.60,18.60,26.10,-0.20,1432.00,2956.00,0.00,352.40,NaN,41.07,8205.00,0.00,364148.00,-9.25,99742.00,315941.00,0.00,30219.00,7365.00,327473.00,98059.00,231459.00
2021-04-07,-0.26,0.00,10.29,0.01,3.37,8.08,0.58,1.33,0.21,3.56,2.62,6.53,13.50,21.97,32.40,10.79,2024.00,3231.00,406.40,797.50,NaN,58.48,12544.00,0.00,552568.00,2097.00,242886.00,492114.00,59056.00,112376.00,23768.00,176741.00,135232.00,313944.00
2021-04-08,-0.31,-2.20,7.57,0.01,3.28,7.66,0.35,1.27,0.23,12.01,2.12,5.48,14.50,17.75,20.90,14.97,1968.00,3064.00,246.80,759.90,NaN,37.72,11506.00,-2668.00,398022.00,721.50,150429.00,348936.00,20401.00,69623.00,9089.00,331909.00,29396.00,46530.00
2021-04-09,-0.33,-0.03,5.56,0.00,2.54,7.56,0.09,0.62,0.24,12.23,1.34,5.50,14.00,16.42,18.90,-0.03,1527.00,3023.00,62.46,369.60,NaN,31.89,8621.00,704.50,194838.00,-0.73,89690.00,267442.00,5269.00,33890.00,10690.00,381680.00,24991.00,108437.00
2021-04-10,-0.41,-4.30,0.22,0.00,2.02,4.46,0.00,0.04,0.34,25.10,1.28,4.39,11.00,15.06,18.60,-0.13,1213.00,1783.00,0.00,21.84,NaN,-39.93,-21056.00,-213751.00,4420.00,-0.41,-45483.00,-92806.00,0.00,1450.00,-520.10,-476068.00,-101475.00,-377841.00
2021-04-11,-0.27,-2.60,0.87,0.00,2.60,5.63,0.11,0.48,0.19,20.14,1.60,3.80,8.10,14.60,21.10,-0.20,1562.00,2250.00,77.96,290.70,NaN,-3.41,-5425.00,-51522.00,32807.00,-1.70,25414.00,52849.00,5349.00,23630.00,4943.00,-70215.00,-27298.00,-101678.00
2021-04-12,-0.33,-3.76,1.02,0.00,3.98,7.37,0.53,0.86,0.28,17.57,2.06,6.25,15.80,19.78,23.20,-0.43,2391.00,2949.00,367.90,518.80,NaN,41.66,5196.00,102921.00,20565.00,-7.05,227822.00,317725.00,52526.00,77288.00,19977.00,490286.00,51663.00,127082.00
2021-04-13,-0.34,-3.86,0.30,0.00,2.38,4.09,0.00,0.06,0.27,30.06,0.71,2.29,15.30,17.46,20.00,-0.07,1429.00,1635.00,0.00,37.04,NaN,-2.72,-9955.00,-4235.00,1202.00,0.24,1889.00,-9658.00,0.00,1913.00,3352.00,42813.00,-26032.00,-99250.00
2021-04-14,-0.40,-3.56,1.74,0.01,3.88,3.52,0.90,1.01,0.25,21.57,1.59,5.04,13.00,16.24,20.40,8.33,2330.00,1407.00,627.20,607.50,NaN,-7.42,-3441.00,-120636.00,129092.00,1493.00,75171.00,27287.00,37210.00,81289.00,11195.00,-149314.00,-67013.00,-286033.00
2021-04-15,-0.30,-0.73,7.19,0.00,5.00,3.73,1.58,2.17,0.28,8.94,2.15,4.96,9.20,14.54,19.60,4.63,3000.00,1493.00,1109.00,1300.00,NaN,43.23,10672.00,1884.00,395909.00,848.70,266665.00,167116.00,97119.00,135016.00,17438.00,346550.00,22260.00,49990.00
2021-04-16,-0.33,0.00,7.37,0.01,6.16,3.98,3.28,2.08,0.26,5.02,1.90,4.86,11.00,15.28,19.40,14.64,3695.00,1593.00,2298.00,1250.00,NaN,70.34,16862.00,0.00,467583.00,2347.00,454823.00,272513.00,231231.00,136917.00,22399.00,318619.00,135750.00,374559.00
2021-04-17,-0.33,-1.35,4.84,0.02,6.95,4.08,1.83,2.18,0.25,6.78,2.32,5.06,13.20,15.79,19.50,16.50,4172.00,1634.00,1279.00,1308.00,NaN,66.47,11583.00,69109.00,335602.00,3254.00,540928.00,264489.00,166266.00,201184.00,22289.00,432054.00,46748.00,75541.00
2021-04-18,-0.28,-0.01,7.96,0.15,7.26,4.07,1.96,2.23,0.25,3.61,2.10,3.08,11.60,15.28,20.20,149.50,4354.00,1629.00,1373.00,1340.00,NaN,82.15,15809.00,2401.00,497150.00,36056.00,706765.00,333583.00,268167.00,250351.00,33998.00,300213.00,93935.00,123284.00
2021-04-19,-0.34,-0.63,5.99,0.14,7.22,4.24,3.86,2.45,0.28,6.71,2.06,3.78,7.00,12.98,17.40,143.40,4335.00,1695.00,2701.00,1471.00,NaN,80.71,18107.00,65614.00,420197.00,16301.00,645609.00,328158.00,397846.00,234656.00,35933.00,448351.00,103640.00,172093.00
2021-04-20,-0.39,-2.44,4.00,0.24,5.54,3.87,1.66,1.58,0.32,17.51,1.50,3.66,6.70,12.18,16.80,243.90,3321.00,1549.00,1159.00,945.90,NaN,61.91,15613.00,86447.00,193243.00,33985.00,440359.00,222077.00,206839.00,163437.00,31458.00,746461.00,49773.00,102532.00
2021-04-21,-0.42,-1.03,4.17,0.36,10.04,4.23,4.29,3.79,0.36,6.80,1.68,3.29,13.00,15.89,18.70,357.10,6026.00,1691.00,3006.00,2272.00,NaN,136.81,31299.00,233291.00,343698.00,72224.00,1320092.00,520392.00,749912.00,519568.00,69310.00,879092.00,145082.00,255111.00
2021-04-22,-0.47,-3.27,2.79,0.00,7.02,4.08,3.01,1.46,0.30,15.43,1.40,4.04,12.90,15.40,18.40,-0.32,4210.00,1631.00,2109.00,875.50,NaN,88.78,24781.00,246134.00,167950.00,-30.84,580318.00,299573.00,274173.00,132085.00,29467.00,1101431.00,85757.00,236022.00
2021-04-23,-0.32,-1.31,2.64,0.14,8.60,5.04,6.74,3.30,0.35,4.06,1.88,3.92,12.00,15.36,19.30,138.40,5160.00,2015.00,4715.00,1979.00,NaN,160.14,34992.00,225850.00,263347.00,36593.00,1314122.00,715752.00,1112148.00,519193.00,71879.00,580068.00,239496.00,497884.00
2021-04-24,-0.34,-1.09,6.23,0.00,5.12,8.25,1.08,1.78,0.24,3.97,2.18,4.71,8.70,14.59,19.80,-0.87,3072.00,3300.00,759.60,1071.00,NaN,65.86,18776.00,80887.00,352911.00,-52.20,358677.00,551987.00,90635.00,142393.00,17613.00,259729.00,82338.00,160615.00
2021-04-25,-0.32,-0.58,4.46,0.00,5.77,6.57,0.89,1.52,0.27,5.62,2.17,5.01,8.10,14.23,20.10,-0.77,3464.00,2628.00,621.10,911.40,NaN,64.23,15177.00,51054.00,227928.00,-45.00,403910.00,461978.00,84691.00,126628.00,23723.00,386233.00,76137.00,157636.00
2021-04-26,-0.36,-0.82,4.47,0.12,6.47,6.64,1.30,1.47,0.29,5.07,2.07,5.43,8.40,14.34,21.10,121.10,3880.00,2657.00,910.10,882.20,NaN,95.45,22806.00,92815.00,333608.00,29020.00,673526.00,666737.00,205084.00,185607.00,45022.00,445502.00,110080.00,259472.00
2021-04-27,-0.46,-0.26,5.87,0.24,5.99,9.55,0.92,1.66,0.38,3.61,2.21,5.16,8.40,14.28,20.40,238.50,3594.00,3819.00,646.50,992.80,NaN,99.77,31539.00,24060.00,466151.00,60782.00,692694.00,984974.00,158676.00,239247.00,73825.00,340662.00,127734.00,276945.00
2021-04-28,-0.13,-0.47,5.32,0.20,7.35,9.40,1.14,1.82,0.07,3.37,2.21,5.54,8.10,14.99,22.20,198.40,4411.00,3758.00,797.50,1093.00,NaN,97.10,8002.00,51493.00,432084.00,45957.00,843227.00,958142.00,176690.00,246470.00,8278.00,366085.00,103499.00,239045.00
