date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Battery (Discharging) -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Temperature Min - C,Temperature Mean - C,Temperature Max - C,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Battery (Discharging) Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2021-04-29,-0.10,-0.58,3.01,0.15,8.45,10.05,0.94,2.37,0.12,4.30,1.93,5.38,10.00,18.83,26.30,149.40,5067.00,4021.00,659.90,1420.00,NaN,92.68,8000.00,82923.00,188210.00,31069.00,844125.00,1001110.00,140296.00,270310.00,11636.00,368282.00,115974.00,275248.00
2021-04-30,-0.32,-1.18,2.60,0.00,3.40,7.32,0.82,0.94,0.24,13.93,1.89,5.37,17.40,23.23,28.70,-0.18,2039.00,2928.00,574.40,563.50,NaN,45.27,9060.00,16564.00,142042.00,-9.48,181541.00,368947.00,54517.00,65435.00,12858.00,589423.00,46410.00,98249.00
2021-05-01,-0.37,-6.50,0.02,0.00,2.04,5.29,0.13,0.27,0.27,27.67,1.14,3.63,12.10,16.31,20.80,-0.10,1227.00,2118.00,93.44,160.30,NaN,-2.14,-11482.00,-16012.00,700.50,-0.06,2558.00,24607.00,5173.00,9827.00,2548.00,35576.00,-18711.00,-106611.00
2021-05-02,-0.29,0.00,8.69,0.00,2.63,7.20,0.63,0.70,0.19,6.21,1.80,4.59,11.20,14.73,19.20,-0.52,1579.00,2880.00,438.90,418.10,NaN,18.31,-2067.00,0.00,176628.00,-10.51,70901.00,187332.00,37291.00,41345.00,6079.00,190918.00,-22735.00,-93445.00
2021-05-03,-0.29,-0.01,7.20,0.00,4.00,9.05,1.07,1.15,0.21,9.74,0.60,3.73,9.20,12.73,17.50,-0.85,2398.00,3622.00,746.70,690.00,NaN,56.06,16011.00,450.60,398842.00,-45.61,235494.00,504887.00,63912.00,71778.00,11672.00,492294.00,35651.00,212675.00
2021-05-04,-0.29,-2.50,2.56,0.00,3.59,8.75,0.37,0.40,0.30,18.55,1.95,4.29,7.40,12.50,18.80,-1.07,2152.00,3502.00,261.60,241.60,NaN,39.87,1546.00,64909.00,119502.00,-45.37,178782.00,399719.00,27282.00,36598.00,15943.00,585058.00,33981.00,50682.00
2021-05-05,-0.23,-0.59,5.50,0.00,4.53,10.71,0.63,0.30,0.12,10.80,1.91,4.50,9.00,16.00,21.50,-1.57,2715.00,4284.00,440.30,180.30,NaN,42.31,7242.00,15219.00,277946.00,-56.08,211363.00,482752.00,41312.00,19645.00,5321.00,376217.00,54372.00,123320.00
2021-05-06,-0.23,-0.35,6.46,0.04,4.75,11.81,0.87,0.61,0.22,9.51,1.36,2.92,14.20,17.73,22.20,35.55,2849.00,4725.00,608.30,363.40,NaN,67.68,11078.00,56606.00,285096.00,9412.00,442186.00,802838.00,105293.00,96074.00,21412.00,552934.00,59431.00,126970.00
2021-05-07,-0.39,-0.33,2.15,0.15,4.60,8.53,1.56,1.44,0.29,13.27,1.36,3.37,11.90,14.87,19.30,148.10,2761.00,3412.00,1091.00,865.80,NaN,78.72,18908.00,11963.00,140104.00,40248.00,503459.00,727567.00,241805.00,214706.00,27244.00,683377.00,63120.00,161490.00
2021-05-08,-0.32,-0.01,6.44,0.00,5.80,9.80,0.92,1.80,0.24,6.25,0.88,2.19,12.50,14.65,18.60,4.49,3481.00,3921.00,643.50,1079.00,NaN,76.85,22397.00,1350.00,482370.00,415.80,480813.00,742694.00,84050.00,158284.00,21060.00,386374.00,66024.00,167013.00
2021-05-09,-0.21,-0.22,7.14,0.00,5.19,8.72,0.39,0.98,0.18,5.42,1.58,3.87,12.40,14.26,16.60,-0.90,3114.00,3488.00,269.60,588.10,NaN,48.13,6255.00,-1436.00,423110.00,-46.66,289518.00,498854.00,27576.00,69287.00,11552.00,194799.00,29965.00,40516.00
2021-05-10,-0.33,-4.16,1.65,0.00,3.83,5.99,0.14,0.50,0.29,26.22,0.88,3.52,10.80,12.92,15.40,-0.82,2300.00,2394.00,100.00,301.80,NaN,19.07,-5705.00,20456.00,84609.00,-4.38,97948.00,166633.00,9063.00,28697.00,8190.00,396551.00,-12189.00,-59398.00
2021-05-11,-0.34,-0.06,7.03,0.16,6.28,8.40,1.18,1.04,0.28,10.21,1.02,3.34,5.50,10.99,16.50,155.10,3770.00,3361.00,826.00,623.50,NaN,78.16,17489.00,12891.00,404081.00,40207.00,580818.00,672268.00,158041.00,139356.00,26399.00,721879.00,58369.00,180130.00
2021-05-12,-0.34,-0.10,5.57,0.17,7.67,9.74,2.05,1.96,0.28,5.42,2.00,4.57,9.60,12.60,16.10,167.40,4602.00,3895.00,1437.00,1176.00,NaN,181.76,19252.00,95317.00,529837.00,201742.00,1788143.00,1816760.00,762748.00,640716.00,164056.00,671147.00,130398.00,263895.00
2021-05-13,-0.29,-2.96,0.94,0.00,4.16,7.87,1.18,0.92,0.23,25.60,1.08,2.23,11.80,14.04,16.30,-0.67,2498.00,3147.00,825.10,554.80,NaN,55.25,11654.00,142266.00,44492.00,-29.98,209160.00,375162.00,68130.00,53614.00,12435.00,1204328.00,44893.00,96405.00
2021-05-14,-0.32,-1.82,1.42,0.00,3.25,8.44,0.36,1.23,0.26,21.78,1.22,3.25,11.60,13.70,16.50,-1.75,1949.00,3376.00,251.20,737.40,NaN,52.26,11216.00,63318.00,74804.00,-83.56,180867.00,415521.00,26490.00,87614.00,14926.00,988678.00,50998.00,126787.00
2021-05-15,-0.39,-0.29,4.25,0.00,4.39,6.43,1.16,1.02,0.32,15.31,1.38,2.70,11.80,14.45,17.40,-1.09,2636.00,2571.00,811.90,612.80,NaN,52.20,11173.00,18238.00,179111.00,-54.15,307750.00,395896.00,101449.00,93766.00,25053.00,629074.00,53398.00,78617.00
2021-05-16,-0.28,0.00,11.12,0.00,4.76,7.57,0.76,0.75,0.18,6.61,1.04,2.70,11.70,14.43,17.70,-0.97,2857.00,3030.00,529.30,449.80,NaN,53.16,14369.00,0.00,581079.00,-47.94,269379.00,407713.00,51275.00,51576.00,10681.00,346065.00,39826.00,100101.00
2021-05-17,-0.33,-0.08,9.27,0.33,7.65,10.07,2.66,2.30,0.31,2.04,1.62,2.79,6.70,12.49,18.40,330.60,4587.00,4030.00,1859.00,1378.00,NaN,287.00,29180.00,379103.00,639323.00,467201.00,2734105.00,2794218.00,1929521.00,1082203.00,277050.00,350890.00,157772.00,239452.00
2021-05-18,-0.44,-1.83,3.81,0.49,8.81,9.98,2.48,2.53,0.32,5.56,2.05,4.88,11.60,15.10,19.80,492.60,5285.00,3991.00,1737.00,1519.00,NaN,533.13,31149.00,1802582.00,261328.00,955162.00,4832619.00,4679054.00,3425834.00,1911870.00,737369.00,1400736.00,203544.00,359232.00
2021-05-19,-0.40,-1.51,2.62,0.12,5.56,6.18,1.26,1.55,0.34,18.90,1.20,3.49,11.90,16.02,20.90,119.10,3335.00,2471.00,880.50,931.10,NaN,58.47,13629.00,67713.00,142716.00,19376.00,413406.00,326660.00,143261.00,160308.00,29416.00,865653.00,37306.00,78625.00
2021-05-20,-0.33,-0.19,4.96,0.13,7.90,8.69,2.25,2.25,0.25,7.76,1.27,3.13,7.70,16.86,24.60,133.50,4741.00,3476.00,1573.00,1348.00,NaN,74.02,12289.00,15163.00,276532.00,8615.00,684023.00,697725.00,231133.00,234061.00,24507.00,313057.00,94589.00,226534.00
2021-05-21,-0.45,-1.04,2.06,0.09,7.03,9.18,2.19,2.09,0.33,9.43,1.20,4.58,13.70,17.41,23.50,85.15,4217.00,3672.00,1536.00,1254.00,NaN,94.25,27102.00,137053.00,160289.00,14029.00,674620.00,838579.00,266502.00,213079.00,54544.00,738962.00,66926.00,266233.00
2021-05-22,-0.33,-0.10,4.32,0.03,6.02,6.32,1.08,1.36,0.26,8.23,1.92,4.34,13.80,19.15,24.50,32.33,3615.00,2529.00,754.00,814.60,NaN,61.67,12569.00,558.10,235221.00,7840.00,495144.00,462884.00,131779.00,145435.00,25766.00,402028.00,52852.00,90886.00
2021-05-23,-0.31,-5.37,1.03,0.00,2.86,5.36,0.55,0.68,0.28,22.08,1.47,4.08,18.50,21.62,25.10,-1.65,1714.00,2143.00,385.00,406.30,NaN,46.89,6573.00,196757.00,42657.00,-51.93,154733.00,246971.00,52731.00,72394.00,12718.00,696912.00,12467.00,38185.00
2021-05-24,-0.34,-4.60,0.00,0.00,2.73,4.19,0.63,0.37,0.28,30.08,0.90,2.76,11.80,15.49,23.40,-1.10,1641.00,1674.00,441.70,221.90,NaN,24.41,930.00,73130.00,0.00,-17.21,79574.00,83799.00,33557.00,21757.00,10252.00,598314.00,7618.00,-5658.00
2021-05-25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,14.24,16.30,0.00,0.00,0.00,0.00,0.00,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.70,13.55,17.50,0.00,0.00,0.00,0.00,0.00,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.80,12.67,17.20,0.00,0.00,0.00,0.00,0.00,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,10.22,16.00,0.00,0.00,0.00,0.00,0.00,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
